"","lag","mean_value","upper_sd","lower_sd"
"262",262,0.0047715029174626,0.183446963863378,0.183446963863378
"263",263,0.00413872489144659,0.181158465163902,0.181158465163902
"264",264,0.00335741340247727,0.181608845308649,0.181608845308649
"265",265,0.00520058611593254,0.182894851079233,0.182894851079233
"266",266,0.0088376832511844,0.185107752002843,0.185107752002843
"267",267,0.0120911870244315,0.187416051331928,0.187416051331928
"268",268,0.0114159191286668,0.18681950733179,0.18681950733179
"269",269,0.0068806888755607,0.184661451344433,0.184661451344433
"270",270,0.00304366618484464,0.185415946175821,0.185415946175821
"271",271,0.00126297270324891,0.189940480376871,0.189940480376871
"272",272,0.00140255654411201,0.189865250154889,0.189865250154889
"273",273,0.00144053031694098,0.184214785652855,0.184214785652855
"274",274,0.00210611964328928,0.18056085576304,0.18056085576304
"275",275,0.000980064863859352,0.180798560622089,0.180798560622089
"276",276,-0.00189492995743688,0.179811381846509,0.179811381846509
"277",277,-0.000431230281354784,0.178629345097644,0.178629345097644
"278",278,0.00496276644742635,0.179158537032211,0.179158537032211
"279",279,0.0115160839319362,0.182231421356415,0.182231421356415
"280",280,0.018531098576846,0.185232652091735,0.185232652091735
"281",281,0.0224664299372843,0.183842087515061,0.183842087515061
"282",282,0.0202003842159099,0.182461293915766,0.182461293915766
"283",283,0.014842080614208,0.182189222530766,0.182189222530766
"284",284,0.00908476751952488,0.186274163840493,0.186274163840493
"285",285,0.00368879529954965,0.186843423368709,0.186843423368709
"286",286,-0.00336622350587214,0.183249278078276,0.183249278078276
"287",287,-0.010415424816944,0.179014456433943,0.179014456433943
"288",288,-0.0136130109011734,0.17892406991703,0.17892406991703
"289",289,-0.0130688711872985,0.183271180524832,0.183271180524832
"290",290,-0.0113237111656795,0.185639393243713,0.185639393243713
"291",291,-0.00882074291377689,0.186488503896666,0.186488503896666
"292",292,-0.00545199709106728,0.187441360554987,0.187441360554987
"293",293,-0.00225533147577268,0.188765984267804,0.188765984267804
"294",294,0.00128229819243755,0.190411763735538,0.190411763735538
"295",295,0.00464869766517429,0.19086503266996,0.19086503266996
"296",296,0.00904228909738426,0.190901146767242,0.190901146767242
"297",297,0.012646034409776,0.187678646296599,0.187678646296599
"298",298,0.0127613500352326,0.184399157846107,0.184399157846107
"299",299,0.0117189811939279,0.186555922838378,0.186555922838378
"300",300,0.0107375467569249,0.187299549211527,0.187299549211527
"301",301,0.00982806296212477,0.184754868875818,0.184754868875818
"302",302,0.0095368016034705,0.182495883820844,0.182495883820844
"303",303,0.0138149654897176,0.182934062659523,0.182934062659523
"304",304,0.0198220843785801,0.184306482918077,0.184306482918077
"305",305,0.0235749112465408,0.187117228181553,0.187117228181553
"306",306,0.0245725768611247,0.189361654369491,0.189361654369491
"307",307,0.0203521769805187,0.184574848783375,0.184574848783375
"308",308,0.0175868717212942,0.180854771113125,0.180854771113125
"309",309,0.0153361634828757,0.184416322723393,0.184416322723393
"310",310,0.00800474183771393,0.187333138315026,0.187333138315026
"311",311,-0.00335743706234078,0.183513604183422,0.183513604183422
"312",312,-0.0154597940777606,0.177922348374284,0.177922348374284
"313",313,-0.0216749735108756,0.174651849455248,0.174651849455248
"314",314,-0.0221910102547966,0.180133538935452,0.180133538935452
"315",315,-0.0222700272694484,0.184586312013745,0.184586312013745
"316",316,-0.0221618521102442,0.184478850614994,0.184478850614994
"317",317,-0.0216355077791719,0.183052763906766,0.183052763906766
"318",318,-0.0168533455277576,0.183212027973231,0.183212027973231
"319",319,-0.00925903150659438,0.185626951562262,0.185626951562262
"320",320,0.000447716112503409,0.189928310367573,0.189928310367573
"321",321,0.00772521294774924,0.191421812439051,0.191421812439051
"322",322,0.0114576349660345,0.188074538215269,0.188074538215269
"323",323,0.0141203783278517,0.183306438991783,0.183306438991783
"324",324,0.0188270915554364,0.183189976413581,0.183189976413581
"325",325,0.0268314047276718,0.185402751156559,0.185402751156559
"326",326,0.032769501373018,0.187293520673499,0.187293520673499
"327",327,0.0339386862003643,0.185968081667096,0.185968081667096
"328",328,0.0305949348677017,0.182133316765238,0.182133316765238
"329",329,0.0270961075545955,0.178992297046428,0.178992297046428
"330",330,0.0250199859549025,0.181221285919682,0.181221285919682
"331",331,0.0225871902623606,0.185199341831953,0.185199341831953
"332",332,0.0177337692298589,0.188125303306848,0.188125303306848
"333",333,0.0111266086506943,0.186764282975719,0.186764282975719
"334",334,0.00641345385168708,0.183951360637522,0.183951360637522
"335",335,0.00275226689403643,0.182790071139881,0.182790071139881
"336",336,-0.0023443281918653,0.182694536213896,0.182694536213896
"337",337,-0.00799413002951396,0.182605079948313,0.182605079948313
"338",338,-0.0159359689806301,0.180172465965719,0.180172465965719
"339",339,-0.023328251150231,0.178617511645007,0.178617511645007
"340",340,-0.0275644512133346,0.179166901921938,0.179166901921938
"341",341,-0.0289911852025349,0.178793546670937,0.178793546670937
"342",342,-0.0293926571766802,0.17661746721182,0.17661746721182
"343",343,-0.0298660377431104,0.174047692572323,0.174047692572323
"344",344,-0.0287737159563555,0.177888548686807,0.177888548686807
"345",345,-0.0217510067969657,0.183435027443158,0.183435027443158
"346",346,-0.00970559376743426,0.186957964038472,0.186957964038472
"347",347,0.00308001505572545,0.189087084974343,0.189087084974343
"348",348,0.0150930939256276,0.191055265291544,0.191055265291544
"349",349,0.0254818652270347,0.189709733149817,0.189709733149817
"350",350,0.0336574434176907,0.188999769582111,0.188999769582111
"351",351,0.0386798367244541,0.188650803338521,0.188650803338521
"352",352,0.0406417467640836,0.187848874523193,0.187848874523193
"353",353,0.0378064531653478,0.18784494744944,0.18784494744944
"354",354,0.0311529729504984,0.186159301143268,0.186159301143268
"355",355,0.0272633265257225,0.182963572184608,0.182963572184608
"356",356,0.0294709208899721,0.184421489228812,0.184421489228812
"357",357,0.0312433239352331,0.189803608128006,0.189803608128006
"358",358,0.0263645227555189,0.19269489739575,0.19269489739575
"359",359,0.0153857630925507,0.189465012996506,0.189465012996506
"360",360,0.00389524605980271,0.184151102687934,0.184151102687934
"361",361,9.35698075489718e-05,0.183531374521888,0.183531374521888
"362",362,0.00300519959237879,0.185211706972045,0.185211706972045
"363",363,0.00346956857301976,0.188898470470971,0.188898470470971
"364",364,-0.0072379159943322,0.187678965766572,0.187678965766572
"365",365,-0.0248175832607784,0.180967044831072,0.180967044831072
"366",366,-0.0364033382769164,0.176637532604382,0.176637532604382
"367",367,-0.0396404629581817,0.174066059857697,0.174066059857697
"368",368,-0.0364691614537656,0.175992617637271,0.175992617637271
"369",369,-0.0303414174550958,0.181393730394722,0.181393730394722
"370",370,-0.0224360546546554,0.181729759812848,0.181729759812848
"371",371,-0.0138443163094836,0.181276286474271,0.181276286474271
"372",372,-0.00450014232291749,0.181458704683684,0.181458704683684
"373",373,0.00716843634871394,0.184187199344516,0.184187199344516
"374",374,0.0174367967423329,0.1863393201848,0.1863393201848
"375",375,0.0236609856362837,0.1848615214157,0.1848615214157
"376",376,0.0265568381587366,0.181890239354141,0.181890239354141
"377",377,0.0295634447373749,0.182193113307478,0.182193113307478
"378",378,0.0315200589177166,0.183688922973789,0.183688922973789
"379",379,0.0298217376460498,0.186368241952329,0.186368241952329
"380",380,0.0247831417025477,0.182622700813952,0.182622700813952
"381",381,0.0214064306161614,0.180298857986375,0.180298857986375
"382",382,0.0242817460332461,0.17998215667459,0.17998215667459
"383",383,0.0269905436578521,0.182125052060399,0.182125052060399
"384",384,0.0263824985711072,0.183130712797725,0.183130712797725
"385",385,0.0215203485731801,0.180420161885879,0.180420161885879
"386",386,0.0149215379714241,0.178411725566701,0.178411725566701
"387",387,0.01052603846249,0.181939889852,0.181939889852
"388",388,0.0065451668675922,0.184089890450084,0.184089890450084
"389",389,0.00263535986966396,0.183117225833249,0.183117225833249
"390",390,-0.00537070149343097,0.179932565865548,0.179932565865548
"391",391,-0.0161312992732446,0.176235598416501,0.176235598416501
"392",392,-0.0256700048537584,0.174863706637895,0.174863706637895
"393",393,-0.0333772386660756,0.177127797708568,0.177127797708568
"394",394,-0.0350543995233534,0.177393304665008,0.177393304665008
"395",395,-0.0308638095838841,0.177828434384211,0.177828434384211
"396",396,-0.0243384033982298,0.178768713018228,0.178768713018228
"397",397,-0.0214575175606954,0.18058758774759,0.18058758774759
"398",398,-0.0201182610951468,0.180849311536326,0.180849311536326
"399",399,-0.0160710693807404,0.181802126705798,0.181802126705798
"400",400,-0.0062428203232445,0.185909433863019,0.185909433863019
"401",401,0.00729759029823581,0.188538497348549,0.188538497348549
"402",402,0.0173937252038336,0.187241575731579,0.187241575731579
"403",403,0.0242544919558642,0.18414228453901,0.18414228453901
"404",404,0.0280865197615252,0.179638521478812,0.179638521478812
"405",405,0.0302100822810541,0.179956901898959,0.179956901898959
"406",406,0.0344536357238309,0.178554460131926,0.178554460131926
"407",407,0.0423257777275209,0.177193732521965,0.177193732521965
"408",408,0.0487419700209816,0.180045143688615,0.180045143688615
"409",409,0.0465328618899675,0.179861840880445,0.179861840880445
"410",410,0.037768248845025,0.182130902792951,0.182130902792951
"411",411,0.0275521414985522,0.184892445087079,0.184892445087079
"412",412,0.0182745610994427,0.18649241923144,0.18649241923144
"413",413,0.01159780239748,0.186400261702071,0.186400261702071
"414",414,0.00600032575680046,0.184765185375145,0.184765185375145
"415",415,3.80749851603369e-05,0.182021695376242,0.182021695376242
"416",416,-0.0070329156902602,0.18184933752358,0.18184933752358
"417",417,-0.0181785450465731,0.181068948372189,0.181068948372189
"418",418,-0.0295800867187314,0.177411944405349,0.177411944405349
"419",419,-0.0353139979282883,0.172143682158547,0.172143682158547
"420",420,-0.0382511447508635,0.172227413764715,0.172227413764715
"421",421,-0.0360215076435151,0.178239310140877,0.178239310140877
"422",422,-0.0330041411664974,0.180154496471488,0.180154496471488
"423",423,-0.028734747922218,0.178619753731125,0.178619753731125
"424",424,-0.0220003826976433,0.176818194376648,0.176818194376648
"425",425,-0.0142643973341109,0.180338807359914,0.180338807359914
"426",426,-0.00630643267254388,0.18496825806361,0.18496825806361
"427",427,0.00514521822318107,0.182426240979026,0.182426240979026
"428",428,0.0207782143413254,0.177256355471787,0.177256355471787
"429",429,0.037441020911906,0.177426956363837,0.177426956363837
"430",430,0.0454938909084282,0.179587782624104,0.179587782624104
"431",431,0.0443445560727949,0.18453226796,0.18453226796
"432",432,0.0390289175434849,0.187192013586144,0.187192013586144
"433",433,0.0316531229057171,0.183884196585887,0.183884196585887
"434",434,0.0238039464164908,0.179439195806151,0.179439195806151
"435",435,0.0173828286190782,0.177955657076706,0.177955657076706
"436",436,0.0114217889059946,0.180615274486145,0.180615274486145
"437",437,0.00494641508819943,0.181450717489161,0.181450717489161
"438",438,-0.000882648127541216,0.179887925051675,0.179887925051675
"439",439,-0.00112006473226813,0.177967601984342,0.177967601984342
"440",440,0.00244510139099399,0.177546082490086,0.177546082490086
"441",441,0.00623256440536282,0.178378782507024,0.178378782507024
"442",442,0.0087558343944602,0.182026470601607,0.182026470601607
"443",443,0.0073938526081866,0.183526351068298,0.183526351068298
"444",444,0.00485716778335496,0.182984133036266,0.182984133036266
"445",445,0.0016607055400927,0.181238187234306,0.181238187234306
"446",446,-0.0037374833038501,0.179835888364445,0.179835888364445
"447",447,-0.00934635220166074,0.179035970963289,0.179035970963289
"448",448,-0.016468222225293,0.175163337794845,0.175163337794845
"449",449,-0.0179505694079072,0.173185601473595,0.173185601473595
"450",450,-0.015572115460592,0.177237264957202,0.177237264957202
"451",451,-0.0112912150480862,0.184034420555098,0.184034420555098
"452",452,-0.00797368776021086,0.18736478519485,0.18736478519485
"453",453,-0.00491989498970808,0.183845100128315,0.183845100128315
"454",454,-0.00122677565362111,0.179961449896878,0.179961449896878
"455",455,0.00269019231912013,0.1849386338111,0.1849386338111
"456",456,0.00540828995585053,0.189138539057017,0.189138539057017
"457",457,0.00562149708780822,0.18866133720965,0.18866133720965
"458",458,0.00365562186009003,0.185721764048024,0.185721764048024
"459",459,0.00267150664989742,0.182697306322353,0.182697306322353
