vid	mock	duration_vid	duration_vid_withoutMock	duration_vid_withoutMock_postFixation	avgVidDur_MAGMOT	trial	stim_file	responseCuriosity	trial_type_cuedRecallStrict	trial_type_cuedRecallLenient	trial_type_allConf	trial_type_highConf	trial_type_aboveAvgConf	trial_type_rememberedStrictAboveAvg	trial_type_rememberedLenientAboveAvg	trial_type_rememberedStrictHigh	trial_type_rememberedLenientHigh	responseConfidence	run	acq
1.99980460299412	8.0281774319883	44.249628199992	38.2212553709978	39.9726773800212	37.6873720705591	1	13_Trick6_short_combined_small.mp4	3	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	1	1
69.9988456249994	76.0342194419936	42.4526945480026	36.4173207310084	37.9637566290044	36.4234197084607	2	29_H36_combined_small.mp4	4	forgotten	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	1	1	1
139.999186837988	146.026808183	27.051697895018	21.024076550006	21.965521639009	21.0219441039984	3	27_S31_combined_small.mp4	6	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	2	1	1
195.994355586998	202.032410790009	37.604864082008	31.566808878997	31.956621588993	31.5852802147605	4	10_S27_combined_small.mp4	6	forgotten	forgotten	remembered	remembered	remembered	remembered	remembered	remembered	remembered	4	1	1
255.987393958989	261.994455809006	32.177895817003	26.170833966986	28.000816255983	26.1415626367406	5	20_Trick20_short_combined_small.mp4	4	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	1	1
311.995767352986	317.998338517995	36.896261063026	30.893689898017	31.991286267002	30.8942013751026	6	02_H10_combined_small.mp4	4	forgotten	forgotten	remembered	remembered	remembered	remembered	remembered	remembered	remembered	4	1	1
371.988918902003	378.028408924991	26.655627297994	20.616137275006	21.962758391019	20.6511013850224	7	36_Trick7_short_combined_small.mp4	4	forgotten	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	1	1
421.991707938985	428.029959989013	37.205224293022	31.166972242994	31.967521676998	31.2049305464777	8	05_K4_combined_small.mp4	5	forgotten	remembered	remembered	forgotten	forgotten	forgotten	remembered	forgotten	remembered	3	1	1
483.986328024999	490.024196429993	52.339472024993	46.301603619999	47.968498731992	46.3025988685004	9	17_Trick37_combined_small.mp4	2	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	4	1	1
559.991028979013	565.994802983012	28.6548278519771	22.651053847978	23.998462345975	22.64704779386	10	16_H19_combined_small.mp4	4	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	1	1
615.994408716011	622.027653809986	31.928329420975	25.8950843270001	25.961644702999	25.9062785054989	11	31_K3_combined_small.mp4	5	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	1	1
675.992339652003	682.026163717004	27.85255497499	21.818730909989	21.964716265997	21.8244762031405	12	33_S21_combined_small.mp4	3	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	2	1	1
725.990924943026	731.994008501022	39.6530040529906	33.6499204949942	33.9969755399798	33.6341225920405	13	03_H16_combined_small.mp4	3	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	6	2	1
789.99101302702	795.992941988012	31.2063928619901	25.2044639009983	25.9986855919997	25.1993561231597	14	26_S30_combined_small.mp4	3	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	2	1
843.990744233006	850.024730493014	39.887260506017	33.853274246009	33.968568637997	33.8856755347213	15	06_H7_combined_small.mp4	4	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	4	2	1
911.989107747	918.017700666	37.936327200005	31.907734281005	31.974539066024	31.9239211945211	16	30_H15_combined_small.mp4	5	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	4	2	1
971.989234563012	978.023314777025	58.69665040201	52.662570187997	53.965000772994	52.6587213310596	17	25_S25_combined_small.mp4	5	forgotten	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	2	1
1053.981211533	1060.02117381902	37.459522595018	31.419560309005	31.966099045007	31.4214597310813	18	32_K16_short_combined_small.mp4	2	forgotten	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	2	1
1113.98722236201	1120.01394245802	53.851745032996	47.825024936989	47.967002391001	47.8242188483395	19	18_Trick4_combined_small.mp4	7	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	remembered	forgotten	remembered	4	2	1
1193.98133241701	1199.987365853	34.811716388009	28.805682952021	29.999355630018	28.7830390627993	20	12_H37_combined_small.mp4	6	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	2	1
1251.98414311001	1258.01943015402	33.2510240149859	27.2157369709749	27.964177949995	27.2233747229394	21	07_K2_combined_small.mp4	1	forgotten	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	2	1
1311.98317116102	1317.98497333001	29.453035929997	23.4512337610061	24.000197198009	23.4361092593214	22	23_K10_combined_small.mp4	4	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	6	2	1
1363.98251616803	1370.01822694501	30.447558948973	24.411848171992	25.964678025019	24.4296420768009	23	09_S11_combined_small.mp4	6	forgotten	forgotten	remembered	remembered	remembered	remembered	remembered	remembered	remembered	5	2	1
1417.98125832501	1424.01625062501	52.970646564004	46.935654264001	47.967098624998	46.9769704979233	24	35_Trick32_long_combined_small.mp4	3	forgotten	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	2	2	1
1499.98193944199	1506.019324986	37.8465785869921	31.80919304298	31.9590885939833	31.8447841705422	25	14_K19_long_combined_small.mp4	5	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	4	3	1
1563.979248319	1570.018114042	30.2574669359893	24.2186012129824	25.965721198998	24.2467611438218	26	28_K24_combined_small.mp4	5	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	4	3	1
1617.982586214	1624.01804024799	46.487166176987	40.451712142997	41.965485279012	40.4736808382781	27	24_Trick28_combined_small.mp4	4	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	2	3	1
1687.98251100301	1694.00565883701	38.002952780982	31.979804946983	33.975017345977	31.9856778232597	28	21_S15_combined_small.mp4	2	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	5	3	1
1749.980314663	1755.982552556	49.820205864002	43.817967971001	43.998542857007	43.8031542191613	29	11_K21_long_combined_small.mp4	6	forgotten	forgotten	remembered	remembered	remembered	remembered	remembered	remembered	remembered	5	3	1
1823.979901832	1830.015616321	33.447024566994	27.411310077994	27.959863400989	27.4227010633796	30	34_Trick38_combined_small.mp4	1	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	3	1
1879.97167544899	1886.01300704101	28.258364862006	22.21703326999	23.96596438298	22.2466358922178	31	22_K18_combined_small.mp4	3	forgotten	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	3	1
1935.97869553499	1942.01427115701	47.936251004023	41.900675382	41.963372597995	41.9463757224196	32	08_S12_combined_small.mp4	3	forgotten	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	3	1
2005.978356126	2012.002707395	38.482152716984	32.457801447978	33.973700539995	32.4644825294189	33	04_S9_combined_small.mp4	3	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	3	1
2067.97536370999	2074.01194031601	37.971753554011	31.935176947998	31.958023738989	31.9653883757972	34	15_S18_combined_small.mp4	6	forgotten	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	3	1
2133.97216424299	2140.01076791401	52.6560353139939	46.617431642982	47.9652158069949	46.647059667818	35	19_H17_combined_small.mp4	7	forgotten	forgotten	remembered	remembered	remembered	remembered	remembered	remembered	remembered	5	3	1
2209.974750272	2216.010039118	43.687543951993	37.6522551059901	37.967201719003	37.6629260223786	36	01_H35_combined_small.mp4	5	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	4	3	1
