vid	mock	duration_vid	duration_vid_withoutMock	duration_vid_withoutMock_postFixation	avgVidDur_MAGMOT	trial	stim_file	responseCuriosity	trial_type_cuedRecallStrict	trial_type_cuedRecallLenient	trial_type_allConf	trial_type_highConf	trial_type_aboveAvgConf	trial_type_rememberedStrictAboveAvg	trial_type_rememberedLenientAboveAvg	trial_type_rememberedStrictHigh	trial_type_rememberedLenientHigh	responseConfidence	run	acq
1.99292116199922	7.99438568799997	53.4967028960009	47.4952383700001	47.9973756709996	46.9769704979233	1	35_Trick32_long_combined_small.mp4	6	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	2	1	1
77.9919975980001	83.9935921549995	37.8486832569999	31.8470887000005	31.9973567750005	31.8447841705422	2	14_K19_long_combined_small.mp4	7	forgotten	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	2	1	1
141.99053785	148.023384646999	28.246394369	22.213547572001	23.965159833	22.2466358922178	3	22_K18_combined_small.mp4	6	remembered	remembered	forgotten	forgotten	forgotten	remembered	remembered	remembered	remembered	5	1	1
199.991217964999	206.024765161	49.801700025	43.768152828999	43.965166968	43.8031542191613	4	11_K21_long_combined_small.mp4	4	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	4	1	1
271.989637938	278.02385339	37.215539234999	31.181323782999	31.965229344	31.2049305464777	5	05_K4_combined_small.mp4	7	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	6	1	1
331.987582384	338.022262136	37.444709566	31.410029814	31.965846376999	31.4214597310813	6	32_K16_short_combined_small.mp4	5	forgotten	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	1	1	1
391.988589371999	398.02086989	38.480490652001	32.448210134	33.9657835230011	32.4644825294189	7	04_S9_combined_small.mp4	6	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	1	1
453.986398464999	460.020978223	52.648956891	46.614377132999	47.964619465	46.647059667818	8	19_H17_combined_small.mp4	6	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	6	1	1
531.985788583	537.986644412999	28.6499004789999	22.649044649001	23.997961935	22.64704779386	9	16_H19_combined_small.mp4	7	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	1	1	1
583.98454153	590.018964288	30.25001739	24.215594632	25.973504421	24.2467611438218	10	28_K24_combined_small.mp4	5	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	6	1	1
641.983704613001	647.984529721999	30.449708844998	24.448883736	25.999905897001	24.4296420768009	11	09_S11_combined_small.mp4	7	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	6	1	1
701.984139364999	708.01801742	32.1636646240009	26.129786569	27.979550032	26.1415626367406	12	20_Trick20_short_combined_small.mp4	5	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	2	1	1
757.999196003	764.0323847	43.6990631410008	37.665874444001	37.9643831330013	37.6629260223786	13	01_H35_combined_small.mp4	7	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	6	2	1
825.998915725	831.998989631002	42.4461602450008	36.4460863389993	37.9966456399993	36.4234197084607	14	29_H36_combined_small.mp4	4	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	2	2	1
891.994805044002	897.997619917001	31.217565715	25.214750842001	25.997826883999	25.1993561231597	15	26_S30_combined_small.mp4	4	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	5	2	1
951.988903070001	958.027606026	58.688369552	52.649666596001	53.965924620001	52.6587213310596	16	25_S25_combined_small.mp4	3	forgotten	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	2	1
1033.99472725	1040.029004574	33.243587002	27.209309678001	27.959906395001	27.2233747229394	17	07_K2_combined_small.mp4	4	remembered	remembered	forgotten	forgotten	forgotten	remembered	remembered	remembered	remembered	6	2	1
1089.988061686	1095.997404445	39.887053123999	33.877710364999	33.996826688	33.8856755347213	18	06_H7_combined_small.mp4	5	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	2	2	1
1151.993484356	1158.02729376	26.657193313	20.623383909	21.960391014002	20.6511013850224	19	36_Trick7_short_combined_small.mp4	1	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	4	2	1
1205.988658482	1212.025836936	46.484154453	40.446975998999	41.963726315998	40.4736808382781	20	24_Trick28_combined_small.mp4	6	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	6	2	1
1275.989227603	1281.991893515	27.850251361001	21.8475854489991	21.9979759889991	21.8244762031405	21	33_S21_combined_small.mp4	5	forgotten	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	1	2	1
1329.989833398	1336.024371445	47.932570493002	41.898032446001	41.965217745	41.9463757224196	22	08_S12_combined_small.mp4	5	forgotten	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	1	2	1
1399.988924643	1406.018327384	52.3265377929999	46.2971350519999	47.9657799659999	46.3025988685004	23	17_Trick37_combined_small.mp4	2	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	2	1
1475.98284357	1482.022938198	39.642572833002	33.6024782050009	33.9640956959989	33.6341225920405	24	03_H16_combined_small.mp4	6	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	4	2	1
1543.975327943	1549.976603558	37.9327446890002	31.9314690739994	31.9985616539998	31.9239211945211	25	30_H15_combined_small.mp4	4	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	5	3	1
1607.974907707	1614.006840004	38.0040650540012	31.9721327570004	33.9672392180004	31.9856778232597	26	21_S15_combined_small.mp4	6	remembered	remembered	forgotten	forgotten	forgotten	remembered	remembered	remembered	remembered	5	3	1
1669.973062578	1676.007722151	34.815488802	28.780829228999	29.964956011999	28.7830390627993	27	12_H37_combined_small.mp4	2	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	2	3	1
1727.971593354	1733.974124481	53.849917589001	47.847386462001	48.005111698001	47.8242188483395	28	18_Trick4_combined_small.mp4	5	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	4	3	1
1803.970908092	1810.006137197	36.8991124169989	30.863883311999	31.964740428999	30.8942013751026	29	02_H10_combined_small.mp4	4	forgotten	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	1	3	1
1865.970516023	1871.972444007	37.611351266	31.609423282	31.996987142998	31.5852802147605	30	10_S27_combined_small.mp4	7	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	4	3	1
1925.972561562	1932.020939317	31.932122782	25.883745027	25.950037014001	25.9062785054989	31	31_K3_combined_small.mp4	5	forgotten	forgotten	remembered	remembered	remembered	remembered	remembered	remembered	remembered	6	3	1
1983.968956517	1990.003351548	27.04954159	21.015146559	21.965233996999	21.0219441039984	32	27_S31_combined_small.mp4	5	forgotten	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	2	3	1
2033.976356432	2040.015024411	37.974615428998	31.935947449999	31.9527149060009	31.9653883757972	33	15_S18_combined_small.mp4	4	forgotten	forgotten	remembered	remembered	remembered	remembered	remembered	remembered	remembered	4	3	1
2093.967917549	2099.968366136	29.448689917999	23.448241331	23.999200244	23.4361092593214	34	23_K10_combined_small.mp4	5	remembered	remembered	remembered	forgotten	forgotten	remembered	remembered	remembered	remembered	3	3	1
2151.978599638	2157.984149165	33.4542883539999	27.4487388269989	27.9838941069989	27.4227010633796	35	34_Trick38_combined_small.mp4	6	forgotten	forgotten	remembered	remembered	remembered	remembered	remembered	remembered	remembered	4	3	1
2207.968622737	2214.000308721	43.696622277999	37.664936294001	37.981862668001	37.6873720705591	36	13_Trick6_short_combined_small.mp4	4	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	1	3	1
