vid	mock	duration_vid	duration_vid_withoutMock	duration_vid_withoutMock_postFixation	avgVidDur_MAGMOT	trial	stim_file	responseCuriosity	trial_type_cuedRecallStrict	trial_type_cuedRecallLenient	trial_type_allConf	trial_type_highConf	trial_type_aboveAvgConf	trial_type_rememberedStrictAboveAvg	trial_type_rememberedLenientAboveAvg	trial_type_rememberedStrictHigh	trial_type_rememberedLenientHigh	responseConfidence	run	acq
2.00077714900181	8.01343226700192	47.9477933419985	41.9351382239984	41.9910709020005	41.9463757224196	1	08_S12_combined_small.mp4	4	remembered	remembered	remembered	forgotten	forgotten	remembered	remembered	remembered	remembered	2	1	1
71.9980891900013	78.0171467550026	53.8658447329977	47.8467871679964	47.9802997119984	47.8242188483395	2	18_Trick4_combined_small.mp4	5	forgotten	forgotten	remembered	remembered	remembered	remembered	remembered	remembered	remembered	5	1	1
151.998227524	158.000191955001	38.496408056002	32.494443625001	33.996124238002	32.4644825294189	3	04_S9_combined_small.mp4	5	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	1	1	1
219.997079520002	225.998580464002	42.466556275999	36.465055331999	37.998154443998	36.4234197084607	4	29_H36_combined_small.mp4	2	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	1	1	1
285.996241952002	291.999201170001	43.697452475	37.694493257001	37.995090623001	37.6873720705591	5	13_Trick6_short_combined_small.mp4	5	forgotten	forgotten	remembered	remembered	remembered	remembered	remembered	remembered	remembered	4	1	1
351.994216273	357.997761336999	43.698064731001	37.694519667002	37.997973407	37.6629260223786	6	01_H35_combined_small.mp4	5	forgotten	forgotten	remembered	remembered	remembered	remembered	remembered	remembered	remembered	5	1	1
417.993604412	423.996898016001	37.934944792	31.931651187999	31.995973518999	31.9239211945211	7	30_H15_combined_small.mp4	3	forgotten	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	1	1	1
477.992533707002	484.02691031	27.049937955998	21.015561353	21.967975986001	21.0219441039984	8	27_S31_combined_small.mp4	5	forgotten	forgotten	remembered	remembered	remembered	remembered	remembered	remembered	remembered	5	1	1
529.994890523001	536.044133927	46.498482574	40.4492391700011	41.949624364002	40.4736808382781	9	24_Trick28_combined_small.mp4	2	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	4	1	1
599.993694651999	606.042836968001	37.456751997001	31.407609680999	31.947916609999	31.4214597310813	10	32_K16_short_combined_small.mp4	5	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	1	1	1
663.992699357001	670.041020978002	33.266662213998	27.2183405929969	27.9483057479989	27.2233747229394	11	07_K2_combined_small.mp4	6	remembered	remembered	forgotten	forgotten	forgotten	remembered	remembered	remembered	remembered	6	1	1
725.989545286	732.035858985	32.1810582540021	26.134744555002	27.952682048999	26.1415626367406	12	20_Trick20_short_combined_small.mp4	3	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	1	1	1
781.991591965	787.995746043	38.0237688039997	32.0196147259994	33.9887159719983	31.9856778232597	13	21_S15_combined_small.mp4	4	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	4	2	1
