vid	mock	duration_vid	duration_vid_withoutMock	duration_vid_withoutMock_postFixation	avgVidDur_MAGMOT	trial	stim_file	responseCuriosity	trial_type_cuedRecallStrict	trial_type_cuedRecallLenient	trial_type_allConf	trial_type_highConf	trial_type_aboveAvgConf	trial_type_rememberedStrictAboveAvg	trial_type_rememberedLenientAboveAvg	trial_type_rememberedStrictHigh	trial_type_rememberedLenientHigh	responseConfidence	run	acq
2.00010793599722	8.00344914699963	38.5278042030004	32.524462991998	33.9915477629984	31.9653883757972	1	15_S18_combined_small.mp4	7	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	2	1	1
63.9932920729989	69.9980344079995	52.9871114849991	46.9823691499985	47.9992947629985	46.9769704979233	2	35_Trick32_long_combined_small.mp4	7	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	2	1	1
143.996166342	150.040610168999	34.811006229	28.766562402001	29.952742763002	28.7830390627993	3	12_H37_combined_small.mp4	7	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	4	1	1
207.994985376998	213.996842187	27.855277460999	21.853420650997	21.999299045998	21.8244762031405	4	33_S21_combined_small.mp4	7	remembered	remembered	forgotten	forgotten	forgotten	remembered	remembered	remembered	remembered	6	1	1
257.995239759999	263.998245339	37.865449015	31.862443435999	31.995352987	31.8447841705422	5	14_K19_long_combined_small.mp4	7	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	remembered	forgotten	remembered	1	1	1
317.993354184	323.995591829	39.661776711	33.659539066	33.992176219999	33.6341225920405	6	03_H16_combined_small.mp4	7	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	6	1	1
379.989386652	385.994851096999	28.269478468999	22.264014024	24.000029232	22.2466358922178	7	22_K18_combined_small.mp4	7	forgotten	forgotten	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	3	1	1
431.990608628999	437.993883693998	36.894347967999	30.891072903	31.991034475999	30.8942013751026	8	02_H10_combined_small.mp4	7	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	remembered	5	1	1
493.985679886999	499.992718783	42.464693887999	36.457654991998	37.9917435639981	36.4234197084607	9	29_H36_combined_small.mp4	7	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	1	1	1
559.983815569998	565.988597448999	37.940988589002	31.936206710001	32.002355078999	31.9239211945211	10	30_H15_combined_small.mp4	7	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	4	1	1
