file,aHPC,Caudate,NAcc,VTASN
ISC_sub-control021sub-experimental028_task-magictrickwatching_z.nii.gz,0.00614977,0.00867511,0.00467273,-0.00793404
ISC_sub-control021sub-experimental030_task-magictrickwatching_z.nii.gz,-0.00342337,0.00489809,-0.00285147,0.0162691
ISC_sub-control021sub-experimental032_task-magictrickwatching_z.nii.gz,0.014115,0.0178468,0.0385338,0.0161798
ISC_sub-control021sub-experimental034_task-magictrickwatching_z.nii.gz,0.00934802,0.0145981,0.0434267,0.0178567
ISC_sub-control021sub-experimental036_task-magictrickwatching_z.nii.gz,-0.0134849,0.00471149,0.00720747,0.0253926
ISC_sub-control021sub-experimental038_task-magictrickwatching_z.nii.gz,0.0171062,0.0226396,0.00962424,-0.00650402
ISC_sub-control021sub-experimental040_task-magictrickwatching_z.nii.gz,0.0213723,0.00713483,-0.0168921,0.0337009
ISC_sub-control021sub-experimental042_task-magictrickwatching_z.nii.gz,0.000391054,0.0048606,-0.00545121,-0.00758888
ISC_sub-control021sub-experimental044_task-magictrickwatching_z.nii.gz,-0.00983082,0.0180748,0.0292511,0.00649356
ISC_sub-control021sub-experimental046_task-magictrickwatching_z.nii.gz,0.0232766,0.0199128,0.0303557,0.0141763
ISC_sub-control021sub-experimental048_task-magictrickwatching_z.nii.gz,0.0197447,0.0199266,0.0165419,0.0172279
ISC_sub-control021sub-experimental050_task-magictrickwatching_z.nii.gz,-0.000363091,0.0247233,0.0103447,-0.0165705
ISC_sub-control023sub-control025_task-magictrickwatching_z.nii.gz,-0.0100458,0.0133894,0.0209921,0.0143254
ISC_sub-control023sub-control027_task-magictrickwatching_z.nii.gz,0.0221799,0.0203815,0.01652,0.0108714
ISC_sub-control023sub-control029_task-magictrickwatching_z.nii.gz,0.010311,0.00827566,0.00798379,-0.0196344
ISC_sub-control023sub-control031_task-magictrickwatching_z.nii.gz,-0.0133404,0.00707363,0.0216497,0.0172339
ISC_sub-control023sub-control033_task-magictrickwatching_z.nii.gz,-0.000274843,0.0308506,0.0113867,-0.00843546
ISC_sub-control023sub-control035_task-magictrickwatching_z.nii.gz,0.00140108,-0.000665818,0.0151782,-0.00854363
ISC_sub-control023sub-control037_task-magictrickwatching_z.nii.gz,-0.00361459,-0.000672009,0.0168028,0.00150378
ISC_sub-control023sub-control039_task-magictrickwatching_z.nii.gz,0.00825261,0.0220076,0.031108,0.0252723
ISC_sub-control023sub-control041_task-magictrickwatching_z.nii.gz,-0.00393898,0.0204828,0.0143867,0.00785118
ISC_sub-control023sub-control043_task-magictrickwatching_z.nii.gz,0.00101806,0.00517837,-0.00843576,0.0293136
ISC_sub-control023sub-control045_task-magictrickwatching_z.nii.gz,0.0112821,0.0127366,0.00208441,0.0156605
ISC_sub-control023sub-control047_task-magictrickwatching_z.nii.gz,-0.0199259,0.00874323,0.0360142,-0.0178041
ISC_sub-control023sub-control049_task-magictrickwatching_z.nii.gz,0.00556104,0.0206845,0.0206935,0.0204078
ISC_sub-control023sub-experimental004_task-magictrickwatching_z.nii.gz,0.0131897,0.0140603,0.0141406,-0.00079982
ISC_sub-control023sub-experimental005_task-magictrickwatching_z.nii.gz,0.00889289,0.0160472,0.0192041,0.0239205
ISC_sub-control023sub-experimental006_task-magictrickwatching_z.nii.gz,-0.0151336,0.0112118,-0.000696738,-0.011651
ISC_sub-control023sub-experimental008_task-magictrickwatching_z.nii.gz,0.00175179,0.0194131,-0.0120259,-0.00702362
ISC_sub-control023sub-experimental010_task-magictrickwatching_z.nii.gz,0.00325108,-0.00253416,-0.00906495,-0.0206923
ISC_sub-control023sub-experimental012_task-magictrickwatching_z.nii.gz,0.0103089,0.0236122,-0.00971775,0.00599815
ISC_sub-control023sub-experimental014_task-magictrickwatching_z.nii.gz,0.015047,0.00986259,0.00834151,0.000853865
ISC_sub-control023sub-experimental016_task-magictrickwatching_z.nii.gz,0.00837357,0.00686653,0.00813388,0.021683
ISC_sub-control023sub-experimental018_task-magictrickwatching_z.nii.gz,0.00384724,0.00957463,-0.027229,0.0111515
ISC_sub-control023sub-experimental020_task-magictrickwatching_z.nii.gz,-0.0054342,0.0182246,0.0216102,-0.00525748
ISC_sub-control023sub-experimental022_task-magictrickwatching_z.nii.gz,-0.016691,0.028703,0.000271727,-0.00143659
ISC_sub-control023sub-experimental024_task-magictrickwatching_z.nii.gz,0.0171796,0.0029316,0.00495913,0.015493
ISC_sub-control023sub-experimental026_task-magictrickwatching_z.nii.gz,0.00697977,0.000812955,0.00658264,0.0118249
ISC_sub-control023sub-experimental028_task-magictrickwatching_z.nii.gz,-0.00232617,0.0121054,0.0364669,-0.00650605
ISC_sub-control023sub-experimental030_task-magictrickwatching_z.nii.gz,0.012107,-0.00668257,-0.0082386,0.00818523
ISC_sub-control023sub-experimental032_task-magictrickwatching_z.nii.gz,0.00835247,0.00198984,0.0153744,0.00484864
ISC_sub-control023sub-experimental034_task-magictrickwatching_z.nii.gz,-6.92479e-05,0.0185158,0.0143534,0.00916136
ISC_sub-control023sub-experimental036_task-magictrickwatching_z.nii.gz,0.00510056,0.00387563,0.0120478,0.00865473
ISC_sub-control023sub-experimental038_task-magictrickwatching_z.nii.gz,-0.0204535,0.0115485,-0.00759809,0.0190605
ISC_sub-control023sub-experimental040_task-magictrickwatching_z.nii.gz,0.00859949,0.0169517,0.0044373,-0.00291216
ISC_sub-control023sub-experimental042_task-magictrickwatching_z.nii.gz,-0.025319,0.0100124,0.0370521,-0.0159382
ISC_sub-control023sub-experimental044_task-magictrickwatching_z.nii.gz,0.00603922,0.0248981,0.0103308,0.0133925
ISC_sub-control023sub-experimental046_task-magictrickwatching_z.nii.gz,-0.00717739,0.017633,0.0263412,0.00797221
ISC_sub-control023sub-experimental048_task-magictrickwatching_z.nii.gz,-0.0108068,0.00856244,-0.0129514,0.00991963
ISC_sub-control023sub-experimental050_task-magictrickwatching_z.nii.gz,-0.000757466,0.0228462,0.0119633,-0.0110701
ISC_sub-control025sub-control027_task-magictrickwatching_z.nii.gz,-0.0076005,0.0447584,0.0256596,-0.00709399
ISC_sub-control025sub-control029_task-magictrickwatching_z.nii.gz,0.0023402,0.0273974,0.0167245,-0.0151814
ISC_sub-control025sub-control031_task-magictrickwatching_z.nii.gz,0.00224334,0.0170997,0.0170726,-0.00673334
ISC_sub-control025sub-control033_task-magictrickwatching_z.nii.gz,-0.0110158,0.0466468,0.00148085,0.00161611
ISC_sub-control025sub-control035_task-magictrickwatching_z.nii.gz,0.0238453,-0.00494182,-0.00960049,-0.0134708
ISC_sub-control025sub-control037_task-magictrickwatching_z.nii.gz,-0.00529688,-0.00396484,-0.00689921,0.0187178
ISC_sub-control025sub-control039_task-magictrickwatching_z.nii.gz,-0.00930093,0.0233547,-0.00203315,0.0114078
ISC_sub-control025sub-control041_task-magictrickwatching_z.nii.gz,0.00957218,-0.00700001,0.00924656,0.0276322
ISC_sub-control025sub-control043_task-magictrickwatching_z.nii.gz,0.00979124,0.0211419,0.01586,0.00144951
ISC_sub-control025sub-control045_task-magictrickwatching_z.nii.gz,-0.00306448,-0.0126519,-0.03383,-0.00515886
ISC_sub-control025sub-control047_task-magictrickwatching_z.nii.gz,0.011461,0.0246889,0.0263984,-0.00986765
ISC_sub-control025sub-control049_task-magictrickwatching_z.nii.gz,0.00881395,0.0282715,0.0132151,0.00127508
ISC_sub-control025sub-experimental004_task-magictrickwatching_z.nii.gz,0.00991325,0.0229955,0.00729412,-0.00726204
ISC_sub-control025sub-experimental005_task-magictrickwatching_z.nii.gz,-0.0113458,0.0149192,0.00603723,0.0104703
ISC_sub-control025sub-experimental006_task-magictrickwatching_z.nii.gz,0.0109741,-0.000383322,0.012095,-0.0146956
ISC_sub-control025sub-experimental008_task-magictrickwatching_z.nii.gz,-0.00926899,0.030127,0.0128011,0.00486696
ISC_sub-control025sub-experimental010_task-magictrickwatching_z.nii.gz,-0.00044413,0.00964512,-0.00637845,0.00287586
ISC_sub-control025sub-experimental012_task-magictrickwatching_z.nii.gz,0.0223015,0.0180458,0.0289161,-0.00704116
ISC_sub-control025sub-experimental014_task-magictrickwatching_z.nii.gz,0.0241908,0.00429547,0.0110747,0.0129712
ISC_sub-control025sub-experimental016_task-magictrickwatching_z.nii.gz,-0.00745067,0.0100278,-0.000125295,0.0113407
ISC_sub-control025sub-experimental018_task-magictrickwatching_z.nii.gz,0.00197933,0.011972,0.00556652,0.0192055
ISC_sub-control025sub-experimental020_task-magictrickwatching_z.nii.gz,-0.0108161,0.0498045,0.0116887,-0.00575018
ISC_sub-control025sub-experimental022_task-magictrickwatching_z.nii.gz,0.0261056,0.0203312,0.0124863,0.0242333
ISC_sub-control025sub-experimental024_task-magictrickwatching_z.nii.gz,-0.00654906,0.0329381,0.0100352,0.0180389
ISC_sub-control025sub-experimental026_task-magictrickwatching_z.nii.gz,0.0185201,0.0503012,0.0402169,0.012751
ISC_sub-control025sub-experimental028_task-magictrickwatching_z.nii.gz,0.0126432,0.0301329,0.0023152,-0.00836354
ISC_sub-control025sub-experimental030_task-magictrickwatching_z.nii.gz,-0.00152754,0.0213656,0.0186379,0.0104252
ISC_sub-control025sub-experimental032_task-magictrickwatching_z.nii.gz,0.00805922,0.00675268,0.0178865,0.0252934
ISC_sub-control025sub-experimental034_task-magictrickwatching_z.nii.gz,-0.00537934,0.023219,-0.00274403,4.72743e-05
ISC_sub-control025sub-experimental036_task-magictrickwatching_z.nii.gz,0.0100784,0.00136161,0.0449915,0.0296258
ISC_sub-control025sub-experimental038_task-magictrickwatching_z.nii.gz,0.0130041,0.0146062,0.00678436,-0.00549039
ISC_sub-control025sub-experimental040_task-magictrickwatching_z.nii.gz,-0.00419378,0.0282959,0.0217952,0.0133592
ISC_sub-control025sub-experimental042_task-magictrickwatching_z.nii.gz,0.00604551,0.0130539,0.0100256,-0.00464279
ISC_sub-control025sub-experimental044_task-magictrickwatching_z.nii.gz,-0.00545649,0.00505254,0.0135097,-0.00761686
ISC_sub-control025sub-experimental046_task-magictrickwatching_z.nii.gz,0.0175381,0.0255719,0.00588978,0.00942972
ISC_sub-control025sub-experimental048_task-magictrickwatching_z.nii.gz,-0.00302715,0.0224769,0.00797566,0.0143845
ISC_sub-control025sub-experimental050_task-magictrickwatching_z.nii.gz,0.00297223,0.0152068,-0.0243872,-0.0211169
ISC_sub-control027sub-control029_task-magictrickwatching_z.nii.gz,-0.00226165,0.0336363,0.0278455,0.0247821
ISC_sub-control027sub-control031_task-magictrickwatching_z.nii.gz,-0.0052793,-0.000377437,0.0161077,0.0112875
ISC_sub-control027sub-control033_task-magictrickwatching_z.nii.gz,-0.0113661,0.0603962,0.0240519,0.00487152
ISC_sub-control027sub-control035_task-magictrickwatching_z.nii.gz,0.00484782,-0.0180322,-0.0174552,-0.03615
ISC_sub-control027sub-control037_task-magictrickwatching_z.nii.gz,-0.00748189,0.031255,-0.00150412,0.0449691
ISC_sub-control027sub-control039_task-magictrickwatching_z.nii.gz,0.00807287,0.0325272,0.0410323,0.0126104
ISC_sub-control027sub-control041_task-magictrickwatching_z.nii.gz,-0.00800144,0.0156779,0.0252284,-0.00710855
ISC_sub-control027sub-control043_task-magictrickwatching_z.nii.gz,-0.00151196,0.0367396,-0.00261484,0.0034133
ISC_sub-control027sub-control045_task-magictrickwatching_z.nii.gz,-0.00873473,0.0218936,0.0125076,0.0135682
ISC_sub-control027sub-control047_task-magictrickwatching_z.nii.gz,0.0103835,0.0220427,-0.00341824,0.00295628
ISC_sub-control027sub-control049_task-magictrickwatching_z.nii.gz,0.00706735,0.0402111,0.0126622,0.00398227
ISC_sub-control027sub-experimental004_task-magictrickwatching_z.nii.gz,0.00879079,0.0340486,0.0202966,0.00393966
ISC_sub-control027sub-experimental005_task-magictrickwatching_z.nii.gz,0.000200727,0.0352436,0.0568488,0.00475025
ISC_sub-control027sub-experimental006_task-magictrickwatching_z.nii.gz,-0.0119706,0.0042576,-0.0318903,-0.00392957
ISC_sub-control027sub-experimental008_task-magictrickwatching_z.nii.gz,0.0181621,0.0599812,0.00864061,0.0213926
ISC_sub-control027sub-experimental010_task-magictrickwatching_z.nii.gz,0.00285282,0.0194172,0.0333379,0.00911762
ISC_sub-control027sub-experimental012_task-magictrickwatching_z.nii.gz,-0.00583634,0.0482862,0.0383748,-0.0064088
ISC_sub-control027sub-experimental014_task-magictrickwatching_z.nii.gz,0.00525778,0.0349177,0.0289523,0.0200038
ISC_sub-control027sub-experimental016_task-magictrickwatching_z.nii.gz,0.00598624,0.0235661,0.0228265,0.0131335
ISC_sub-control027sub-experimental018_task-magictrickwatching_z.nii.gz,0.0137072,0.0252937,0.0118788,0.0211449
ISC_sub-control027sub-experimental020_task-magictrickwatching_z.nii.gz,0.0155908,0.0681344,0.0445447,0.0139725
ISC_sub-control027sub-experimental022_task-magictrickwatching_z.nii.gz,0.0102369,0.0602162,0.018328,0.00618814
ISC_sub-control027sub-experimental024_task-magictrickwatching_z.nii.gz,0.019588,0.0278695,0.0181856,0.0254608
ISC_sub-control027sub-experimental026_task-magictrickwatching_z.nii.gz,-0.0231611,0.0360257,0.0237973,0.0231719
ISC_sub-control027sub-experimental028_task-magictrickwatching_z.nii.gz,-0.0016716,0.0389867,0.0183961,0.00448595
ISC_sub-control027sub-experimental030_task-magictrickwatching_z.nii.gz,0.0188942,0.0497889,0.0271996,0.0114474
ISC_sub-control027sub-experimental032_task-magictrickwatching_z.nii.gz,0.0349105,-0.0120869,0.000421244,0.0069767
ISC_sub-control027sub-experimental034_task-magictrickwatching_z.nii.gz,0.00197783,0.0288363,0.0100776,0.0352729
ISC_sub-control027sub-experimental036_task-magictrickwatching_z.nii.gz,0.0246695,0.0296378,0.0146505,0.0305139
ISC_sub-control027sub-experimental038_task-magictrickwatching_z.nii.gz,0.00888178,0.0487808,0.038906,0.00179788
ISC_sub-control027sub-experimental040_task-magictrickwatching_z.nii.gz,0.0106577,0.036813,-0.0147523,0.0223492
ISC_sub-control027sub-experimental042_task-magictrickwatching_z.nii.gz,-0.000246485,0.0114974,0.0351256,0.0121722
ISC_sub-control027sub-experimental044_task-magictrickwatching_z.nii.gz,0.0222454,0.0376506,-0.00734348,0.019749
ISC_sub-control027sub-experimental046_task-magictrickwatching_z.nii.gz,0.00368331,0.0228205,-0.00447244,0.000632211
ISC_sub-control027sub-experimental048_task-magictrickwatching_z.nii.gz,0.00477742,0.0286247,0.0105928,0.0263864
ISC_sub-control027sub-experimental050_task-magictrickwatching_z.nii.gz,-0.0063089,0.0316299,0.00603566,0.00187887
ISC_sub-control029sub-control031_task-magictrickwatching_z.nii.gz,-0.0119244,0.0172379,-0.00520408,-0.000771646
ISC_sub-control029sub-control033_task-magictrickwatching_z.nii.gz,0.000880312,0.0170022,0.00218105,0.0059708
ISC_sub-control029sub-control035_task-magictrickwatching_z.nii.gz,0.000276479,0.00380499,0.0234235,0.00357925
ISC_sub-control029sub-control037_task-magictrickwatching_z.nii.gz,-0.00698816,0.00858239,-0.00238289,-0.0101702
ISC_sub-control029sub-control039_task-magictrickwatching_z.nii.gz,-0.00652176,0.0190589,-0.000345976,-0.00409644
ISC_sub-control029sub-control041_task-magictrickwatching_z.nii.gz,0.00575963,0.00784198,0.000909255,-0.0183358
ISC_sub-control029sub-control043_task-magictrickwatching_z.nii.gz,0.00843774,0.0285483,0.0121589,0.00326432
ISC_sub-control029sub-control045_task-magictrickwatching_z.nii.gz,0.0104261,0.0103091,-0.012968,0.00299856
ISC_sub-control029sub-control047_task-magictrickwatching_z.nii.gz,0.00271637,0.00575186,0.00852121,-0.012665
ISC_sub-control029sub-control049_task-magictrickwatching_z.nii.gz,0.00770471,0.0200689,0.0296651,-0.000463528
ISC_sub-control029sub-experimental004_task-magictrickwatching_z.nii.gz,0.0114681,0.025525,-0.00564866,-0.00140052
ISC_sub-control029sub-experimental005_task-magictrickwatching_z.nii.gz,0.00536977,0.0289472,0.0387517,0.00956734
ISC_sub-control029sub-experimental006_task-magictrickwatching_z.nii.gz,-0.0113617,0.0254155,0.05064,0.0148214
ISC_sub-control029sub-experimental008_task-magictrickwatching_z.nii.gz,0.00043193,0.0186938,0.0172619,0.029608
ISC_sub-control029sub-experimental010_task-magictrickwatching_z.nii.gz,0.00154145,0.0107369,0.0185793,-0.0176472
ISC_sub-control029sub-experimental012_task-magictrickwatching_z.nii.gz,-0.00606648,0.0496452,0.0208676,0.00804469
ISC_sub-control029sub-experimental014_task-magictrickwatching_z.nii.gz,-0.00921858,0.0272607,0.0405068,0.0162898
ISC_sub-control029sub-experimental016_task-magictrickwatching_z.nii.gz,0.0168581,0.0323241,0.0117389,0.00348864
ISC_sub-control029sub-experimental018_task-magictrickwatching_z.nii.gz,0.011234,0.0188828,-0.00803232,0.0014429
ISC_sub-control029sub-experimental020_task-magictrickwatching_z.nii.gz,0.00129042,0.0339218,0.0274675,0.00944328
ISC_sub-control029sub-experimental022_task-magictrickwatching_z.nii.gz,-0.00763592,0.028696,0.0344592,0.0117441
ISC_sub-control029sub-experimental024_task-magictrickwatching_z.nii.gz,0.0199897,0.0361226,0.0126949,0.015679
ISC_sub-control029sub-experimental026_task-magictrickwatching_z.nii.gz,0.000524727,0.0534196,0.00755094,-0.0215227
ISC_sub-control029sub-experimental028_task-magictrickwatching_z.nii.gz,-0.00565023,0.0398404,0.0188362,-0.0150834
ISC_sub-control029sub-experimental030_task-magictrickwatching_z.nii.gz,0.00116725,0.035266,0.023953,0.0157863
ISC_sub-control029sub-experimental032_task-magictrickwatching_z.nii.gz,-0.00322915,-0.00866904,-0.00471869,0.00722673
ISC_sub-control029sub-experimental034_task-magictrickwatching_z.nii.gz,0.0100505,0.0150685,-0.0023389,-0.00929823
ISC_sub-control029sub-experimental036_task-magictrickwatching_z.nii.gz,-0.0147163,0.0152076,0.0156114,0.0112377
ISC_sub-control029sub-experimental038_task-magictrickwatching_z.nii.gz,-0.00331698,0.0386809,0.0409767,0.0231319
ISC_sub-control029sub-experimental040_task-magictrickwatching_z.nii.gz,0.0123649,0.0126388,0.000977379,-0.0037556
ISC_sub-control029sub-experimental042_task-magictrickwatching_z.nii.gz,0.00233763,-0.00295055,0.0439272,0.0173797
ISC_sub-control029sub-experimental044_task-magictrickwatching_z.nii.gz,0.0116923,0.007737,0.0201928,0.00316668
ISC_sub-control029sub-experimental046_task-magictrickwatching_z.nii.gz,0.00802364,0.0214391,-0.00387306,-0.00209236
ISC_sub-control029sub-experimental048_task-magictrickwatching_z.nii.gz,0.0231244,0.026694,0.00167102,0.00844638
ISC_sub-control029sub-experimental050_task-magictrickwatching_z.nii.gz,-0.00820366,0.0415084,-0.0130267,0.0140744
ISC_sub-control031sub-control033_task-magictrickwatching_z.nii.gz,0.0146821,0.00970049,0.0252007,-0.00486271
ISC_sub-control031sub-control035_task-magictrickwatching_z.nii.gz,-0.00751862,-0.00857804,-0.0148898,-0.016613
ISC_sub-control031sub-control037_task-magictrickwatching_z.nii.gz,0.00696276,0.00582685,0.0227987,0.0213793
ISC_sub-control031sub-control039_task-magictrickwatching_z.nii.gz,-0.011456,0.00840493,0.00493783,0.0292077
ISC_sub-control031sub-control041_task-magictrickwatching_z.nii.gz,-0.0194966,0.00783303,0.0109699,-0.0143156
ISC_sub-control031sub-control043_task-magictrickwatching_z.nii.gz,0.0155396,0.0223139,0.0107177,0.0100253
ISC_sub-control031sub-control045_task-magictrickwatching_z.nii.gz,0.0112787,0.0197827,0.000657883,0.00814055
ISC_sub-control031sub-control047_task-magictrickwatching_z.nii.gz,0.00685502,0.010077,0.00961188,0.00525764
ISC_sub-control031sub-control049_task-magictrickwatching_z.nii.gz,0.0248865,0.00604791,-0.00596349,0.0169778
ISC_sub-control031sub-experimental004_task-magictrickwatching_z.nii.gz,0.0305377,0.0095661,-0.0137362,-0.00711663
ISC_sub-control031sub-experimental005_task-magictrickwatching_z.nii.gz,0.0301063,0.00546837,0.0324667,0.0131021
ISC_sub-control031sub-experimental006_task-magictrickwatching_z.nii.gz,-0.01878,0.00228937,0.00178703,-0.0151345
ISC_sub-control031sub-experimental008_task-magictrickwatching_z.nii.gz,0.00592993,0.00571968,0.012307,0.0193738
ISC_sub-control031sub-experimental010_task-magictrickwatching_z.nii.gz,-0.0367658,0.0212686,0.00888918,0.0123888
ISC_sub-control031sub-experimental012_task-magictrickwatching_z.nii.gz,-0.000613047,-0.000324353,0.00186637,0.0144272
ISC_sub-control031sub-experimental014_task-magictrickwatching_z.nii.gz,0.00226672,0.0121068,0.0135091,0.0132225
ISC_sub-control031sub-experimental016_task-magictrickwatching_z.nii.gz,0.00590007,-0.00294221,0.0219732,0.0151204
ISC_sub-control031sub-experimental018_task-magictrickwatching_z.nii.gz,0.000983478,0.0208638,0.0199992,0.0208565
ISC_sub-control031sub-experimental020_task-magictrickwatching_z.nii.gz,0.0229962,-0.00220027,0.0201106,0.0183581
ISC_sub-control031sub-experimental022_task-magictrickwatching_z.nii.gz,0.0166527,0.0206817,0.00203418,-0.0101005
ISC_sub-control031sub-experimental024_task-magictrickwatching_z.nii.gz,-0.0104717,0.0262595,0.000340098,0.000507162
ISC_sub-control031sub-experimental026_task-magictrickwatching_z.nii.gz,0.011551,0.00489298,0.0415547,-0.00625109
ISC_sub-control031sub-experimental028_task-magictrickwatching_z.nii.gz,0.0153342,-0.00376369,0.0172532,0.00947771
ISC_sub-control031sub-experimental030_task-magictrickwatching_z.nii.gz,-0.00796994,0.00289063,-0.0272675,0.00790848
ISC_sub-control031sub-experimental032_task-magictrickwatching_z.nii.gz,0.00625558,0.0134858,0.0379728,0.0275011
ISC_sub-control031sub-experimental034_task-magictrickwatching_z.nii.gz,0.00888841,0.0206016,0.00308808,0.0257558
ISC_sub-control031sub-experimental036_task-magictrickwatching_z.nii.gz,0.0144057,0.0260516,0.0207046,0.0305216
ISC_sub-control031sub-experimental038_task-magictrickwatching_z.nii.gz,0.0111108,0.012448,0.0373492,0.00741901
ISC_sub-control031sub-experimental040_task-magictrickwatching_z.nii.gz,0.00952072,0.00158625,-0.0268602,0.00578896
ISC_sub-control031sub-experimental042_task-magictrickwatching_z.nii.gz,0.0166104,0.00202898,0.0135079,0.0122516
ISC_sub-control031sub-experimental044_task-magictrickwatching_z.nii.gz,0.001848,0.000490041,0.0165349,0.00199021
ISC_sub-control031sub-experimental046_task-magictrickwatching_z.nii.gz,-0.0188925,0.0201814,0.00356616,0.00335923
ISC_sub-control031sub-experimental048_task-magictrickwatching_z.nii.gz,-0.0039968,0.0193514,0.0185971,0.0255415
ISC_sub-control031sub-experimental050_task-magictrickwatching_z.nii.gz,0.00801941,0.0158609,0.0126008,0.0194268
ISC_sub-control033sub-control035_task-magictrickwatching_z.nii.gz,-0.0118042,0.0110295,-0.00591764,0.0229383
ISC_sub-control033sub-control037_task-magictrickwatching_z.nii.gz,-0.000554862,0.0148627,0.00564245,0.0041897
ISC_sub-control033sub-control039_task-magictrickwatching_z.nii.gz,-0.00343182,0.0375054,0.014554,-0.0193105
ISC_sub-control033sub-control041_task-magictrickwatching_z.nii.gz,0.0196477,0.000436843,-0.016991,-0.000344863
ISC_sub-control033sub-control043_task-magictrickwatching_z.nii.gz,0.00279516,0.0489983,0.0647524,0.00922351
ISC_sub-control033sub-control045_task-magictrickwatching_z.nii.gz,0.00110643,0.0551127,-0.00440949,-0.0166577
ISC_sub-control033sub-control047_task-magictrickwatching_z.nii.gz,-0.0153606,0.0320467,0.0293533,-0.00306213
ISC_sub-control033sub-control049_task-magictrickwatching_z.nii.gz,0.00534703,0.0202493,0.0236756,0.00641304
ISC_sub-control033sub-experimental004_task-magictrickwatching_z.nii.gz,-0.02675,0.0199146,-0.0248387,-0.0182581
ISC_sub-control033sub-experimental005_task-magictrickwatching_z.nii.gz,-0.000679454,0.00529178,0.0205307,-0.00103371
ISC_sub-control033sub-experimental006_task-magictrickwatching_z.nii.gz,0.0102277,0.0155944,0.00367703,-2.50997e-05
ISC_sub-control033sub-experimental008_task-magictrickwatching_z.nii.gz,-0.0144437,0.0130783,0.00885775,0.0117011
ISC_sub-control033sub-experimental010_task-magictrickwatching_z.nii.gz,-0.0255503,0.000752508,-0.00616779,0.0174919
ISC_sub-control033sub-experimental012_task-magictrickwatching_z.nii.gz,0.0119485,0.0572155,0.00859747,0.0278226
ISC_sub-control033sub-experimental014_task-magictrickwatching_z.nii.gz,-0.0137299,0.00962459,0.010214,0.0208356
ISC_sub-control033sub-experimental016_task-magictrickwatching_z.nii.gz,0.019553,0.0324968,-0.00227502,-0.0127935
ISC_sub-control033sub-experimental018_task-magictrickwatching_z.nii.gz,-0.00713121,0.0123781,-0.0219805,-0.0099646
ISC_sub-control033sub-experimental020_task-magictrickwatching_z.nii.gz,0.00352619,0.0296215,0.0215627,0.0292199
ISC_sub-control033sub-experimental022_task-magictrickwatching_z.nii.gz,-0.0073852,0.0522647,0.0340657,0.0141565
ISC_sub-control033sub-experimental024_task-magictrickwatching_z.nii.gz,0.0140494,0.0405101,-0.00526179,0.00740283
ISC_sub-control033sub-experimental026_task-magictrickwatching_z.nii.gz,0.0341345,0.0650352,0.0148775,0.019412
ISC_sub-control033sub-experimental028_task-magictrickwatching_z.nii.gz,0.0203033,0.0371272,0.0349502,0.0113857
ISC_sub-control033sub-experimental030_task-magictrickwatching_z.nii.gz,0.0120488,0.0409099,0.00302008,0.00574517
ISC_sub-control033sub-experimental032_task-magictrickwatching_z.nii.gz,-0.00280982,0.00183698,-0.00592902,0.0123779
ISC_sub-control033sub-experimental034_task-magictrickwatching_z.nii.gz,0.00338042,0.0214737,0.00940144,0.0191
ISC_sub-control033sub-experimental036_task-magictrickwatching_z.nii.gz,0.00698495,-0.00316042,0.00558074,0.00544728
ISC_sub-control033sub-experimental038_task-magictrickwatching_z.nii.gz,0.0255352,0.0278084,0.0104036,0.0152748
ISC_sub-control033sub-experimental040_task-magictrickwatching_z.nii.gz,0.0129253,0.0381677,-0.00961032,0.0241842
ISC_sub-control033sub-experimental042_task-magictrickwatching_z.nii.gz,0.0409295,0.00731723,0.030491,0.0175455
ISC_sub-control033sub-experimental044_task-magictrickwatching_z.nii.gz,-0.00331033,0.0248532,0.00847539,0.020756
ISC_sub-control033sub-experimental046_task-magictrickwatching_z.nii.gz,0.00399731,0.0338083,-0.000594899,0.01823
ISC_sub-control033sub-experimental048_task-magictrickwatching_z.nii.gz,0.0196161,0.0123212,0.00357206,0.0233414
ISC_sub-control033sub-experimental050_task-magictrickwatching_z.nii.gz,0.00650113,0.0332285,0.0111365,-0.00595857
ISC_sub-control035sub-control037_task-magictrickwatching_z.nii.gz,-0.00800683,-0.00986899,-0.0157143,-0.00512475
ISC_sub-control035sub-control039_task-magictrickwatching_z.nii.gz,-0.000881063,0.0138138,0.0250153,-0.0049406
ISC_sub-control035sub-control041_task-magictrickwatching_z.nii.gz,0.0189442,0.0191346,0.0197131,-0.010603
ISC_sub-control035sub-control043_task-magictrickwatching_z.nii.gz,0.011554,0.00497961,1.62142e-05,-0.0121314
ISC_sub-control035sub-control045_task-magictrickwatching_z.nii.gz,-0.00717228,0.00765462,-0.0412623,-0.0166657
ISC_sub-control035sub-control047_task-magictrickwatching_z.nii.gz,-0.00331519,0.00141479,-0.00477543,-0.00370532
ISC_sub-control035sub-control049_task-magictrickwatching_z.nii.gz,-0.00128522,0.00657167,-0.00155892,0.00403647
ISC_sub-control035sub-experimental004_task-magictrickwatching_z.nii.gz,0.00801743,0.00351007,-0.00494448,0.00562672
ISC_sub-control035sub-experimental005_task-magictrickwatching_z.nii.gz,-0.00633788,-0.0127811,-0.0228619,0.00131579
ISC_sub-control035sub-experimental006_task-magictrickwatching_z.nii.gz,0.0127125,-0.00760555,0.0119678,0.000325023
ISC_sub-control035sub-experimental008_task-magictrickwatching_z.nii.gz,0.000563663,-0.00501266,-0.015419,0.00935999
