file,aHPC,Caudate,NAcc,VTASN
ISC_sub-control011sub-control013_task-magictrickwatching_z.nii.gz,0.00719735,0.0287018,0.00374349,0.0249308
ISC_sub-control011sub-control015_task-magictrickwatching_z.nii.gz,0.00451461,0.0149925,0.0108721,-0.0135318
ISC_sub-control011sub-control017_task-magictrickwatching_z.nii.gz,0.00873801,0.0402269,0.0101448,-0.000280031
ISC_sub-control011sub-control019_task-magictrickwatching_z.nii.gz,0.00740989,0.0285053,0.00869415,0.0170622
ISC_sub-control011sub-control021_task-magictrickwatching_z.nii.gz,-0.0040792,0.00371864,0.01488,0.0143324
ISC_sub-control011sub-control023_task-magictrickwatching_z.nii.gz,-0.00275781,-0.00046967,0.00936006,0.0304553
ISC_sub-control011sub-control025_task-magictrickwatching_z.nii.gz,0.00445579,0.0205429,0.00160838,0.00745985
ISC_sub-control011sub-control027_task-magictrickwatching_z.nii.gz,0.0216111,0.012854,0.00488028,-0.00683255
ISC_sub-control011sub-control029_task-magictrickwatching_z.nii.gz,0.00133633,0.0108193,0.00142611,0.00935619
ISC_sub-control011sub-control031_task-magictrickwatching_z.nii.gz,0.00800599,0.0137168,0.0148729,0.00201457
ISC_sub-control011sub-control033_task-magictrickwatching_z.nii.gz,0.00384356,-0.00601158,0.000356824,0.00794383
ISC_sub-control011sub-control035_task-magictrickwatching_z.nii.gz,-0.00908846,0.0288194,-0.00212857,0.0107836
ISC_sub-control011sub-control037_task-magictrickwatching_z.nii.gz,-0.0116762,0.000211879,0.0105693,-0.00657216
ISC_sub-control011sub-control039_task-magictrickwatching_z.nii.gz,-0.00844909,0.0137056,-0.0120115,-0.000582577
ISC_sub-control011sub-control041_task-magictrickwatching_z.nii.gz,2.92093e-05,-0.00209499,0.0127882,0.00641441
ISC_sub-control011sub-control043_task-magictrickwatching_z.nii.gz,0.00525742,0.0145117,0.0378605,-0.0179769
ISC_sub-control011sub-control045_task-magictrickwatching_z.nii.gz,-0.00305375,0.0150382,0.0113208,-0.00548551
ISC_sub-control011sub-control047_task-magictrickwatching_z.nii.gz,0.0011228,0.022628,-0.0218792,0.00550426
ISC_sub-control011sub-control049_task-magictrickwatching_z.nii.gz,-0.00107273,0.0335685,0.014506,-0.00701617
ISC_sub-control011sub-experimental004_task-magictrickwatching_z.nii.gz,0.00447553,0.0373973,-0.00498746,0.0342268
ISC_sub-control011sub-experimental005_task-magictrickwatching_z.nii.gz,0.00752806,0.0388499,0.0136647,0.0133837
ISC_sub-control011sub-experimental006_task-magictrickwatching_z.nii.gz,-0.000630665,0.0155126,-7.97703e-05,-0.0133971
ISC_sub-control011sub-experimental008_task-magictrickwatching_z.nii.gz,0.0149447,0.0148734,-0.00518328,0.00659535
ISC_sub-control011sub-experimental010_task-magictrickwatching_z.nii.gz,-0.00453499,0.00772978,-0.0150645,-0.0144565
ISC_sub-control011sub-experimental012_task-magictrickwatching_z.nii.gz,0.0192183,0.0188335,0.0184969,0.0223005
ISC_sub-control011sub-experimental014_task-magictrickwatching_z.nii.gz,0.0050655,0.0211051,0.027432,0.0283672
ISC_sub-control011sub-experimental016_task-magictrickwatching_z.nii.gz,0.00689357,-0.00262602,-0.00155987,0.0105864
ISC_sub-control011sub-experimental018_task-magictrickwatching_z.nii.gz,0.0108542,0.0216346,0.00405343,0.00887336
ISC_sub-control011sub-experimental020_task-magictrickwatching_z.nii.gz,0.00629641,0.0178134,-0.00722687,0.00462027
ISC_sub-control011sub-experimental022_task-magictrickwatching_z.nii.gz,-0.000366249,0.0244726,0.0248446,-0.00970144
ISC_sub-control011sub-experimental024_task-magictrickwatching_z.nii.gz,-0.00376009,-0.0117361,3.1784e-05,0.013924
ISC_sub-control011sub-experimental026_task-magictrickwatching_z.nii.gz,-0.013599,0.0168454,0.034094,-0.00503522
ISC_sub-control011sub-experimental028_task-magictrickwatching_z.nii.gz,-0.00425827,0.0256092,0.0239684,0.00957246
ISC_sub-control011sub-experimental030_task-magictrickwatching_z.nii.gz,-0.0170392,0.000191169,-0.0156522,-0.0131932
ISC_sub-control011sub-experimental032_task-magictrickwatching_z.nii.gz,-0.0114957,0.015891,-0.0143575,0.0018459
ISC_sub-control011sub-experimental034_task-magictrickwatching_z.nii.gz,-0.00459514,0.00442276,0.00181273,0.0127923
ISC_sub-control011sub-experimental036_task-magictrickwatching_z.nii.gz,0.0147611,0.0345797,0.0180137,0.0198585
ISC_sub-control011sub-experimental038_task-magictrickwatching_z.nii.gz,-0.00159226,0.0263722,-0.0178455,-0.00283507
ISC_sub-control011sub-experimental040_task-magictrickwatching_z.nii.gz,0.0260113,0.0188223,-0.00430881,0.00437428
ISC_sub-control011sub-experimental042_task-magictrickwatching_z.nii.gz,-0.000646825,0.0268016,0.0101219,-0.00844799
ISC_sub-control011sub-experimental044_task-magictrickwatching_z.nii.gz,-0.0154923,0.0163602,0.0171089,0.00988795
ISC_sub-control011sub-experimental046_task-magictrickwatching_z.nii.gz,-0.00719537,0.0231691,0.00317697,0.0122728
ISC_sub-control011sub-experimental048_task-magictrickwatching_z.nii.gz,0.0211757,0.0228475,0.00980513,0.00319887
ISC_sub-control011sub-experimental050_task-magictrickwatching_z.nii.gz,-0.00345914,0.0188256,0.0193179,0.00299172
ISC_sub-control013sub-control015_task-magictrickwatching_z.nii.gz,-0.0148438,0.036504,0.0032737,0.0190113
ISC_sub-control013sub-control017_task-magictrickwatching_z.nii.gz,-0.010093,0.0304726,0.0176725,-0.00497095
ISC_sub-control013sub-control019_task-magictrickwatching_z.nii.gz,0.0141009,-0.0143605,-0.00514964,0.00835403
ISC_sub-control013sub-control021_task-magictrickwatching_z.nii.gz,0.0125104,0.00768965,0.0107174,0.0125179
ISC_sub-control013sub-control023_task-magictrickwatching_z.nii.gz,-0.00341372,0.0274293,0.00884336,0.00548245
ISC_sub-control013sub-control025_task-magictrickwatching_z.nii.gz,-0.0163418,-0.00221078,0.0144808,0.0108423
ISC_sub-control013sub-control027_task-magictrickwatching_z.nii.gz,-0.00460734,0.0535539,0.046242,0.0214128
ISC_sub-control013sub-control029_task-magictrickwatching_z.nii.gz,0.00674174,0.0257052,0.0151923,0.00158226
ISC_sub-control013sub-control031_task-magictrickwatching_z.nii.gz,0.0274883,0.0189949,0.0417419,0.00994384
ISC_sub-control013sub-control033_task-magictrickwatching_z.nii.gz,0.011607,0.0586976,0.0342019,0.028297
ISC_sub-control013sub-control035_task-magictrickwatching_z.nii.gz,0.00592435,0.000582166,-0.00348103,0.00128828
ISC_sub-control013sub-control037_task-magictrickwatching_z.nii.gz,0.0155484,0.0353802,-0.014275,0.0056972
ISC_sub-control013sub-control039_task-magictrickwatching_z.nii.gz,0.00416991,0.0443123,-0.0139366,0.00221186
ISC_sub-control013sub-control041_task-magictrickwatching_z.nii.gz,-0.00761485,-0.0115929,0.0108466,0.00739857
ISC_sub-control013sub-control043_task-magictrickwatching_z.nii.gz,0.0188154,0.0390957,0.0322396,-9.5959e-05
ISC_sub-control013sub-control045_task-magictrickwatching_z.nii.gz,-0.00368819,0.0382452,8.80594e-05,0.0111416
ISC_sub-control013sub-control047_task-magictrickwatching_z.nii.gz,0.0219121,0.0267133,0.00757902,0.0146773
ISC_sub-control013sub-control049_task-magictrickwatching_z.nii.gz,0.0261957,0.0304033,0.0346851,-0.014033
ISC_sub-control013sub-experimental004_task-magictrickwatching_z.nii.gz,-0.00391823,0.0244823,-0.00921522,-0.00476793
ISC_sub-control013sub-experimental005_task-magictrickwatching_z.nii.gz,0.0127413,0.042769,0.0233363,0.00604002
ISC_sub-control013sub-experimental006_task-magictrickwatching_z.nii.gz,0.0200332,0.0193357,0.0184424,0.0193147
ISC_sub-control013sub-experimental008_task-magictrickwatching_z.nii.gz,-0.00208132,0.0213045,0.043778,0.0176384
ISC_sub-control013sub-experimental010_task-magictrickwatching_z.nii.gz,-0.0105409,0.0084533,0.018084,-0.00400126
ISC_sub-control013sub-experimental012_task-magictrickwatching_z.nii.gz,0.00468978,0.0402468,0.00128444,0.00123642
ISC_sub-control013sub-experimental014_task-magictrickwatching_z.nii.gz,0.00356812,0.0325692,0.0197106,-0.000246602
ISC_sub-control013sub-experimental016_task-magictrickwatching_z.nii.gz,0.0147426,0.0362793,0.0260862,-0.00682501
ISC_sub-control013sub-experimental018_task-magictrickwatching_z.nii.gz,0.0181552,0.0138052,0.00152732,0.0130978
ISC_sub-control013sub-experimental020_task-magictrickwatching_z.nii.gz,0.00807979,0.046656,0.010771,-0.014496
ISC_sub-control013sub-experimental022_task-magictrickwatching_z.nii.gz,0.0317745,0.044006,0.00784005,0.000748113
ISC_sub-control013sub-experimental024_task-magictrickwatching_z.nii.gz,0.0391225,0.0180891,-0.00439996,-0.000599105
ISC_sub-control013sub-experimental026_task-magictrickwatching_z.nii.gz,0.0283639,0.0507398,0.0269524,0.0103193
ISC_sub-control013sub-experimental028_task-magictrickwatching_z.nii.gz,0.0115829,0.0450015,0.0227682,0.0226462
ISC_sub-control013sub-experimental030_task-magictrickwatching_z.nii.gz,-0.00292278,0.025486,0.0452569,-0.00233788
ISC_sub-control013sub-experimental032_task-magictrickwatching_z.nii.gz,0.012842,0.0318527,0.0116844,0.0134742
ISC_sub-control013sub-experimental034_task-magictrickwatching_z.nii.gz,-0.0158408,0.0282384,0.00066547,0.00574361
ISC_sub-control013sub-experimental036_task-magictrickwatching_z.nii.gz,0.00942679,0.0264424,0.00695684,0.0115659
ISC_sub-control013sub-experimental038_task-magictrickwatching_z.nii.gz,-0.00636235,0.0591403,0.0226662,0.0239019
ISC_sub-control013sub-experimental040_task-magictrickwatching_z.nii.gz,-0.00301153,0.0191253,-0.00849216,0.00738723
ISC_sub-control013sub-experimental042_task-magictrickwatching_z.nii.gz,0.0183144,0.0114281,0.00229255,-0.00349147
ISC_sub-control013sub-experimental044_task-magictrickwatching_z.nii.gz,-0.00449595,0.0288083,0.00679907,-0.0228827
ISC_sub-control013sub-experimental046_task-magictrickwatching_z.nii.gz,-0.0133474,0.0287181,0.0226996,0.000859839
ISC_sub-control013sub-experimental048_task-magictrickwatching_z.nii.gz,0.0108229,0.019199,0.0287667,0.00574871
ISC_sub-control013sub-experimental050_task-magictrickwatching_z.nii.gz,0.0143123,0.0338154,-0.00180443,0.0219866
ISC_sub-control015sub-control017_task-magictrickwatching_z.nii.gz,0.00294123,0.0299824,0.00417564,-0.0115523
ISC_sub-control015sub-control019_task-magictrickwatching_z.nii.gz,0.0153361,0.016454,0.0197188,-0.014776
ISC_sub-control015sub-control021_task-magictrickwatching_z.nii.gz,-0.0166278,0.00393964,0.0223184,0.00397712
ISC_sub-control015sub-control023_task-magictrickwatching_z.nii.gz,-0.0099624,0.00854049,0.00765229,0.00442285
ISC_sub-control015sub-control025_task-magictrickwatching_z.nii.gz,-0.000943666,0.0270265,0.0229893,-0.017798
ISC_sub-control015sub-control027_task-magictrickwatching_z.nii.gz,-0.00597807,0.0280067,0.00770548,0.0236077
ISC_sub-control015sub-control029_task-magictrickwatching_z.nii.gz,-0.00958728,0.017377,-0.0105344,0.0184867
ISC_sub-control015sub-control031_task-magictrickwatching_z.nii.gz,0.00765177,0.023512,0.0336916,-0.00717968
ISC_sub-control015sub-control033_task-magictrickwatching_z.nii.gz,0.0198543,0.032322,0.0146462,0.043392
ISC_sub-control015sub-control035_task-magictrickwatching_z.nii.gz,-0.0129,0.00116713,-0.0165357,-0.0189127
ISC_sub-control015sub-control037_task-magictrickwatching_z.nii.gz,0.0159627,0.0047342,0.0167934,0.00520143
ISC_sub-control015sub-control039_task-magictrickwatching_z.nii.gz,-0.0150726,0.0366601,0.0153884,0.0391952
ISC_sub-control015sub-control041_task-magictrickwatching_z.nii.gz,-0.0123774,0.000304447,0.0177356,0.0111156
ISC_sub-control015sub-control043_task-magictrickwatching_z.nii.gz,-0.00169222,-0.00950486,0.0128902,-0.00163611
ISC_sub-control015sub-control045_task-magictrickwatching_z.nii.gz,0.00517033,0.00916599,-0.000956165,-0.00676416
ISC_sub-control015sub-control047_task-magictrickwatching_z.nii.gz,0.0032697,0.0212292,0.0130469,0.0143982
ISC_sub-control015sub-control049_task-magictrickwatching_z.nii.gz,-0.0209191,0.0179271,0.027666,-0.0109699
ISC_sub-control015sub-experimental004_task-magictrickwatching_z.nii.gz,-0.00617798,0.00956299,0.0172571,0.00210843
ISC_sub-control015sub-experimental005_task-magictrickwatching_z.nii.gz,0.00512868,0.0253723,0.0421022,0.0232995
ISC_sub-control015sub-experimental006_task-magictrickwatching_z.nii.gz,-0.0200149,-0.00605088,-0.00204447,0.00274497
ISC_sub-control015sub-experimental008_task-magictrickwatching_z.nii.gz,0.00817637,0.00648128,0.0106267,0.0223509
ISC_sub-control015sub-experimental010_task-magictrickwatching_z.nii.gz,0.00596523,0.0117659,-0.0101495,0.00950656
ISC_sub-control015sub-experimental012_task-magictrickwatching_z.nii.gz,0.0117817,0.0111303,0.0446792,0.00990432
ISC_sub-control015sub-experimental014_task-magictrickwatching_z.nii.gz,0.0128631,0.0113213,-0.0132614,0.0354649
ISC_sub-control015sub-experimental016_task-magictrickwatching_z.nii.gz,0.00241739,0.00867574,0.0146149,0.00763517
ISC_sub-control015sub-experimental018_task-magictrickwatching_z.nii.gz,0.00753176,0.0252153,0.0183042,0.0162346
ISC_sub-control015sub-experimental020_task-magictrickwatching_z.nii.gz,0.018329,0.0361507,0.0107672,-0.00249813
ISC_sub-control015sub-experimental022_task-magictrickwatching_z.nii.gz,0.0223453,0.0194789,-0.0143633,0.0137445
ISC_sub-control015sub-experimental024_task-magictrickwatching_z.nii.gz,0.0043934,0.0421199,0.0363971,-0.00517664
ISC_sub-control015sub-experimental026_task-magictrickwatching_z.nii.gz,-0.0279301,0.0447494,0.028819,-0.00294926
ISC_sub-control015sub-experimental028_task-magictrickwatching_z.nii.gz,0.017884,0.0183334,0.0071028,0.00282442
ISC_sub-control015sub-experimental030_task-magictrickwatching_z.nii.gz,0.0172302,0.0132705,-0.00901086,0.00148978
ISC_sub-control015sub-experimental032_task-magictrickwatching_z.nii.gz,-0.0106861,-0.00252823,-0.00419314,0.00486755
ISC_sub-control015sub-experimental034_task-magictrickwatching_z.nii.gz,0.00754822,0.0245895,0.022406,0.0189417
ISC_sub-control015sub-experimental036_task-magictrickwatching_z.nii.gz,0.00262036,-0.00134466,0.00500079,0.0112278
ISC_sub-control015sub-experimental038_task-magictrickwatching_z.nii.gz,-0.0189921,0.00498238,-0.0102897,0.016546
ISC_sub-control015sub-experimental040_task-magictrickwatching_z.nii.gz,-0.0124497,0.0357348,0.0247121,-0.00349618
ISC_sub-control015sub-experimental042_task-magictrickwatching_z.nii.gz,0.0172814,0.0179506,0.0268198,0.0189243
ISC_sub-control015sub-experimental044_task-magictrickwatching_z.nii.gz,-0.00235786,0.0195801,0.021951,0.0403197
ISC_sub-control015sub-experimental046_task-magictrickwatching_z.nii.gz,-0.0177964,0.0153849,0.0138063,0.000670975
ISC_sub-control015sub-experimental048_task-magictrickwatching_z.nii.gz,-0.0132791,0.0129221,0.0121797,0.00599091
ISC_sub-control015sub-experimental050_task-magictrickwatching_z.nii.gz,-0.0159539,0.0216445,0.0213414,-0.0033949
ISC_sub-control017sub-control019_task-magictrickwatching_z.nii.gz,-0.01046,0.0171376,0.027687,0.000268356
ISC_sub-control017sub-control021_task-magictrickwatching_z.nii.gz,0.00955326,0.0218516,0.0170002,0.0030581
ISC_sub-control017sub-control023_task-magictrickwatching_z.nii.gz,0.0137053,0.0186231,0.0103249,0.00829126
ISC_sub-control017sub-control025_task-magictrickwatching_z.nii.gz,0.0095574,0.0120629,-0.00382168,0.00294668
ISC_sub-control017sub-control027_task-magictrickwatching_z.nii.gz,0.0260356,0.0213047,-0.00557973,0.0324242
ISC_sub-control017sub-control029_task-magictrickwatching_z.nii.gz,-0.00912195,0.0264461,0.00309196,0.007916
ISC_sub-control017sub-control031_task-magictrickwatching_z.nii.gz,0.00387383,0.0176056,-0.00081506,0.00880736
ISC_sub-control017sub-control033_task-magictrickwatching_z.nii.gz,-0.0151641,0.0205561,0.0254203,0.0141309
ISC_sub-control017sub-control035_task-magictrickwatching_z.nii.gz,0.00593566,0.00800711,-0.0139842,-0.023855
ISC_sub-control017sub-control037_task-magictrickwatching_z.nii.gz,0.0117613,-0.0023225,0.0230155,-0.005329
ISC_sub-control017sub-control039_task-magictrickwatching_z.nii.gz,0.00145279,0.0221721,0.000233004,0.0307045
ISC_sub-control017sub-control041_task-magictrickwatching_z.nii.gz,-0.00873412,0.00900127,0.0141411,0.0103851
ISC_sub-control017sub-control043_task-magictrickwatching_z.nii.gz,0.0139702,0.036553,0.0382412,0.0166529
ISC_sub-control017sub-control045_task-magictrickwatching_z.nii.gz,-0.00757311,0.0345824,0.0283039,0.00679675
ISC_sub-control017sub-control047_task-magictrickwatching_z.nii.gz,0.0246077,0.0154178,0.019251,-0.00219688
ISC_sub-control017sub-control049_task-magictrickwatching_z.nii.gz,0.0157795,0.0336108,0.0148156,0.00305005
ISC_sub-control017sub-experimental004_task-magictrickwatching_z.nii.gz,0.00620144,0.0392224,0.0349214,0.0134103
ISC_sub-control017sub-experimental005_task-magictrickwatching_z.nii.gz,0.0242227,0.0293346,0.0430784,0.0228883
ISC_sub-control017sub-experimental006_task-magictrickwatching_z.nii.gz,0.0159623,0.0184964,0.00762149,0.0196403
ISC_sub-control017sub-experimental008_task-magictrickwatching_z.nii.gz,-0.000910356,0.0118409,-0.016229,0.0223871
ISC_sub-control017sub-experimental010_task-magictrickwatching_z.nii.gz,-0.00636003,0.0261183,-0.00916683,-0.00905405
ISC_sub-control017sub-experimental012_task-magictrickwatching_z.nii.gz,-0.0122872,0.0283785,0.0245612,0.019978
ISC_sub-control017sub-experimental014_task-magictrickwatching_z.nii.gz,4.16031e-05,0.0191315,0.0207625,-0.00578521
ISC_sub-control017sub-experimental016_task-magictrickwatching_z.nii.gz,-0.0040143,0.0236781,0.023787,0.000649227
ISC_sub-control017sub-experimental018_task-magictrickwatching_z.nii.gz,-0.00235905,-0.00294829,-0.0134642,-0.0140891
ISC_sub-control017sub-experimental020_task-magictrickwatching_z.nii.gz,0.00934671,0.0378389,0.0148703,-0.000900675
ISC_sub-control017sub-experimental022_task-magictrickwatching_z.nii.gz,0.0137303,0.0228959,-0.00903768,-0.0189206
ISC_sub-control017sub-experimental024_task-magictrickwatching_z.nii.gz,0.011321,0.0106944,0.0215222,-0.0159297
ISC_sub-control017sub-experimental026_task-magictrickwatching_z.nii.gz,-0.00134969,0.0383825,0.024351,0.0146476
ISC_sub-control017sub-experimental028_task-magictrickwatching_z.nii.gz,0.00462382,0.0247318,0.00636424,0.00700075
ISC_sub-control017sub-experimental030_task-magictrickwatching_z.nii.gz,-0.00402996,0.010315,-0.00946087,-0.000859271
ISC_sub-control017sub-experimental032_task-magictrickwatching_z.nii.gz,0.011569,0.0178148,0.0384391,0.0125036
ISC_sub-control017sub-experimental034_task-magictrickwatching_z.nii.gz,-0.0036298,0.0208395,0.0216395,-0.00608722
ISC_sub-control017sub-experimental036_task-magictrickwatching_z.nii.gz,0.0040528,0.032568,0.0143612,-0.00827473
ISC_sub-control017sub-experimental038_task-magictrickwatching_z.nii.gz,0.0331949,0.0319586,0.0420353,0.0277149
ISC_sub-control017sub-experimental040_task-magictrickwatching_z.nii.gz,0.00993269,0.0386883,0.0251261,0.0201086
ISC_sub-control017sub-experimental042_task-magictrickwatching_z.nii.gz,0.0146993,0.0233454,-0.00512184,0.0193316
ISC_sub-control017sub-experimental044_task-magictrickwatching_z.nii.gz,0.00984022,0.0134925,0.0143929,-0.0173389
ISC_sub-control017sub-experimental046_task-magictrickwatching_z.nii.gz,-0.00046699,0.0194651,-0.00465381,0.0187654
ISC_sub-control017sub-experimental048_task-magictrickwatching_z.nii.gz,0.0187065,0.0180791,-0.000936625,-0.0110941
ISC_sub-control017sub-experimental050_task-magictrickwatching_z.nii.gz,0.000680026,0.016988,0.00448185,0.0102727
ISC_sub-control019sub-control021_task-magictrickwatching_z.nii.gz,0.0014759,0.0246157,0.039073,0.017744
ISC_sub-control019sub-control023_task-magictrickwatching_z.nii.gz,0.0232805,0.00738953,0.00598913,-0.0164588
ISC_sub-control019sub-control025_task-magictrickwatching_z.nii.gz,-0.00654429,0.045038,0.00498355,0.0309482
ISC_sub-control019sub-control027_task-magictrickwatching_z.nii.gz,0.0172188,0.0341273,0.0287448,0.0110423
ISC_sub-control019sub-control029_task-magictrickwatching_z.nii.gz,0.00362084,0.03018,-0.00731239,-0.0025731
ISC_sub-control019sub-control031_task-magictrickwatching_z.nii.gz,-0.0108641,0.00159697,0.0107126,0.0093651
ISC_sub-control019sub-control033_task-magictrickwatching_z.nii.gz,0.00198351,0.0340854,-0.00162074,0.00588375
ISC_sub-control019sub-control035_task-magictrickwatching_z.nii.gz,0.00373911,0.00406363,-0.0220143,0.00982015
ISC_sub-control019sub-control037_task-magictrickwatching_z.nii.gz,0.00849155,-0.00396312,-0.00224203,0.0237613
ISC_sub-control019sub-control039_task-magictrickwatching_z.nii.gz,0.000130585,0.0350398,-0.00089245,0.013903
ISC_sub-control019sub-control041_task-magictrickwatching_z.nii.gz,-0.0074167,0.0289061,-0.0101169,0.016516
ISC_sub-control019sub-control043_task-magictrickwatching_z.nii.gz,0.00411117,0.0169416,-0.00938059,0.0125743
ISC_sub-control019sub-control045_task-magictrickwatching_z.nii.gz,0.00452964,0.00503143,0.0179445,-0.000752241
ISC_sub-control019sub-control047_task-magictrickwatching_z.nii.gz,0.00451006,0.0186523,0.0306846,0.0181016
ISC_sub-control019sub-control049_task-magictrickwatching_z.nii.gz,0.0135769,0.018472,0.00471929,0.00975298
ISC_sub-control019sub-experimental004_task-magictrickwatching_z.nii.gz,-0.00740627,0.0129272,0.01062,-0.000390108
ISC_sub-control019sub-experimental005_task-magictrickwatching_z.nii.gz,0.0127322,0.0386688,0.0098052,0.0159282
ISC_sub-control019sub-experimental006_task-magictrickwatching_z.nii.gz,0.00401927,0.00530119,-0.000659054,0.0250902
ISC_sub-control019sub-experimental008_task-magictrickwatching_z.nii.gz,0.00315747,0.0220907,-0.00565619,0.0212006
ISC_sub-control019sub-experimental010_task-magictrickwatching_z.nii.gz,-0.00376078,0.0187059,0.0215878,-0.0193661
ISC_sub-control019sub-experimental012_task-magictrickwatching_z.nii.gz,0.0152161,0.0295535,-0.0022066,0.0313962
ISC_sub-control019sub-experimental014_task-magictrickwatching_z.nii.gz,-0.0126632,0.0320403,0.00249367,0.0255285
ISC_sub-control019sub-experimental016_task-magictrickwatching_z.nii.gz,0.00772066,0.0324019,0.000759752,0.0294765
ISC_sub-control019sub-experimental018_task-magictrickwatching_z.nii.gz,0.0293567,0.0174298,0.0161382,0.0292491
ISC_sub-control019sub-experimental020_task-magictrickwatching_z.nii.gz,-0.00387884,0.0387406,-0.00136389,0.0192274
ISC_sub-control019sub-experimental022_task-magictrickwatching_z.nii.gz,0.00728929,0.0298248,0.0156101,-0.00582348
ISC_sub-control019sub-experimental024_task-magictrickwatching_z.nii.gz,0.0263745,0.0272232,-0.00439538,0.0119625
ISC_sub-control019sub-experimental026_task-magictrickwatching_z.nii.gz,0.018288,0.04193,0.0111996,0.00568812
ISC_sub-control019sub-experimental028_task-magictrickwatching_z.nii.gz,-0.00479513,0.00924748,-0.0356619,0.0131322
ISC_sub-control019sub-experimental030_task-magictrickwatching_z.nii.gz,0.0153901,0.0179037,-0.0147903,0.00618783
ISC_sub-control019sub-experimental032_task-magictrickwatching_z.nii.gz,-0.00578312,-0.00715334,0.00909757,-0.0121939
ISC_sub-control019sub-experimental034_task-magictrickwatching_z.nii.gz,0.00988449,0.0329433,0.0163947,0.0359082
ISC_sub-control019sub-experimental036_task-magictrickwatching_z.nii.gz,-0.0186405,0.0327534,0.022138,0.0353685
ISC_sub-control019sub-experimental038_task-magictrickwatching_z.nii.gz,-0.000540953,0.0385644,0.0183481,0.0172606
ISC_sub-control019sub-experimental040_task-magictrickwatching_z.nii.gz,0.0148581,0.0338778,0.0179548,0.0147262
ISC_sub-control019sub-experimental042_task-magictrickwatching_z.nii.gz,0.00778528,0.00946896,0.00391437,0.00751877
ISC_sub-control019sub-experimental044_task-magictrickwatching_z.nii.gz,0.0083609,0.027549,0.00877401,-0.0120422
ISC_sub-control019sub-experimental046_task-magictrickwatching_z.nii.gz,0.00135728,0.0199027,0.000103912,0.0184295
ISC_sub-control019sub-experimental048_task-magictrickwatching_z.nii.gz,0.00219012,0.0268938,0.00380504,0.025035
ISC_sub-control019sub-experimental050_task-magictrickwatching_z.nii.gz,0.0145435,0.0389073,0.0352873,0.0087535
ISC_sub-control021sub-control023_task-magictrickwatching_z.nii.gz,0.0118305,0.00350844,-0.00880429,0.0124423
ISC_sub-control021sub-control025_task-magictrickwatching_z.nii.gz,0.0232899,0.0311107,0.0341677,0.0342873
ISC_sub-control021sub-control027_task-magictrickwatching_z.nii.gz,-0.0302418,0.0135513,-0.0221533,0.00674005
ISC_sub-control021sub-control029_task-magictrickwatching_z.nii.gz,-0.000772317,0.00654957,-0.00698469,-0.00806244
ISC_sub-control021sub-control031_task-magictrickwatching_z.nii.gz,-0.000391311,0.0183435,0.0391991,0.00463012
ISC_sub-control021sub-control033_task-magictrickwatching_z.nii.gz,0.00448361,0.0188184,-0.0185333,0.0047216
ISC_sub-control021sub-control035_task-magictrickwatching_z.nii.gz,0.0097427,-0.0114658,-0.0133766,-0.0176476
ISC_sub-control021sub-control037_task-magictrickwatching_z.nii.gz,0.005535,0.0156007,0.0253633,0.0122474
ISC_sub-control021sub-control039_task-magictrickwatching_z.nii.gz,0.00166309,0.0255109,-0.00238846,0.0270983
ISC_sub-control021sub-control041_task-magictrickwatching_z.nii.gz,0.0168116,0.0216826,0.029184,-2.10355e-05
ISC_sub-control021sub-control043_task-magictrickwatching_z.nii.gz,0.0123867,0.0256746,0.00689294,0.0132605
ISC_sub-control021sub-control045_task-magictrickwatching_z.nii.gz,0.00402552,0.00803943,-0.00501641,0.00883361
ISC_sub-control021sub-control047_task-magictrickwatching_z.nii.gz,-0.00128049,0.0261708,0.0244524,0.00959261
ISC_sub-control021sub-control049_task-magictrickwatching_z.nii.gz,0.0198733,0.0264979,0.0325148,0.00238169
ISC_sub-control021sub-experimental004_task-magictrickwatching_z.nii.gz,-0.00492346,0.0156888,0.0276387,0.0120604
ISC_sub-control021sub-experimental005_task-magictrickwatching_z.nii.gz,0.0198682,0.0225213,0.00401536,0.0109061
ISC_sub-control021sub-experimental006_task-magictrickwatching_z.nii.gz,0.0302163,0.0258586,0.020735,0.0112575
ISC_sub-control021sub-experimental008_task-magictrickwatching_z.nii.gz,0.00340765,0.0180062,0.00604184,0.0255375
ISC_sub-control021sub-experimental010_task-magictrickwatching_z.nii.gz,0.00258771,0.010613,0.000423042,0.00318568
ISC_sub-control021sub-experimental012_task-magictrickwatching_z.nii.gz,0.0105308,0.0097388,0.0316161,-0.00163827
ISC_sub-control021sub-experimental014_task-magictrickwatching_z.nii.gz,0.00599312,0.0183557,-0.00218939,0.0107958
ISC_sub-control021sub-experimental016_task-magictrickwatching_z.nii.gz,0.0148927,0.0142363,-0.00659787,0.0110242
ISC_sub-control021sub-experimental018_task-magictrickwatching_z.nii.gz,0.0104986,-0.00111431,-0.0124406,-0.0069313
ISC_sub-control021sub-experimental020_task-magictrickwatching_z.nii.gz,-0.0023932,0.0119065,0.0123583,-0.00167166
ISC_sub-control021sub-experimental022_task-magictrickwatching_z.nii.gz,0.0138123,0.0225098,0.00895158,0.0249324
ISC_sub-control021sub-experimental024_task-magictrickwatching_z.nii.gz,-0.00588489,0.0253331,0.0231614,0.0135741
ISC_sub-control021sub-experimental026_task-magictrickwatching_z.nii.gz,0.0186993,0.0374269,0.0437527,0.00193476
