Subj1	Subj2	grp	uniqueCur_highConf	grUniqueCur_highConf	uniqueMem_highConf	grUniqueMem_highConf	curBetaFull_highConf	grCurBetaFull_highConf	curBetaRed_highConf	grCurBetaRed_highConf	InputFile	\
sub-control011	sub-experimental010	0	0.232641729	0	0.094414591	0	0.046474031	0	0.082303286	0	ISC_sub-control011sub-experimental010_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental012	0	-0.208626335	0	-0.007013122	0	-0.031357621	0	-0.051079946	0	ISC_sub-control011sub-experimental012_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental014	0	-0.027565267	0	0.024363621	0	-0.007622077	0	-0.003904995	0	ISC_sub-control011sub-experimental014_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental016	0	0.044551228	0	0.070639088	0	0.020624716	0	0.044347161	0	ISC_sub-control011sub-experimental016_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental018	0	-0.320658295	0	-0.194724379	0	0.038220691	0	0.070661021	0	ISC_sub-control011sub-experimental018_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental020	0	-0.00576074	0	0.284327394	0	-0.008007552	0	-0.003140599	0	ISC_sub-control011sub-experimental020_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental022	0	-0.140792182	0	-0.194828104	0	0.001243376	0	0.004876913	0	ISC_sub-control011sub-experimental022_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental024	0	-0.074158424	0	0.48809065	0	0.010329181	0	0.021639998	0	ISC_sub-control011sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental026	0	0.230514007	0	-0.041063062	0	0.013765599	0	0.032579553	0	ISC_sub-control011sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental028	0	0.033224779	0	-0.194888906	0	0.010258432	0	0.020451978	0	ISC_sub-control011sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental030	0	-0.213248468	0	-0.25187113	0	0.035673625	0	0.072085105	0	ISC_sub-control011sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental032	0	-0.192223167	0	-0.063767209	0	0.00996972	0	0.019894432	0	ISC_sub-control011sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental034	0	-0.009998077	0	0.276061372	0	0.031075856	0	0.060667744	0	ISC_sub-control011sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental036	0	0.198716051	0	-0.039320877	0	0.013894827	0	0.030318429	0	ISC_sub-control011sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental038	0	-0.097181084	0	0.211973902	0	0.004474934	0	0.01351116	0	ISC_sub-control011sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental040	0	0.09454731	0	0.201469256	0	0.004993316	0	0.016994948	0	ISC_sub-control011sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental042	0	-0.051910833	0	0.064516281	0	-0.013843523	0	-0.013708927	0	ISC_sub-control011sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental044	0	-0.144650414	0	0.031941632	0	-0.0275954	0	-0.042171811	0	ISC_sub-control011sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental046	0	-0.151031896	0	0.03112826	0	-0.00922449	0	-0.013443344	0	ISC_sub-control011sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental048	0	0.078587841	0	0.027618617	0	0.001316748	0	0.009221701	0	ISC_sub-control011sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental050	0	0.081463771	0	-0.207005331	0	0.000454722	0	0.006887162	0	ISC_sub-control011sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control015	1	0.14290661	0.14290661	-0.074563938	-0.074563938	0.011587269	0.011587269	0.018221905	0.018221905	ISC_sub-control013sub-control015_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control017	1	0.064415783	0.064415783	0.04891727	0.04891727	-0.009958906	-0.009958906	-0.01507033	-0.01507033	ISC_sub-control013sub-control017_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control019	1	0.147527756	0.147527756	0.001017077	0.001017077	-0.028992498	-0.028992498	-0.051457171	-0.051457171	ISC_sub-control013sub-control019_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control021	1	-0.064466911	-0.064466911	0.191231924	0.191231924	-0.026518517	-0.026518517	-0.050704714	-0.050704714	ISC_sub-control013sub-control021_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control023	1	-0.018989222	-0.018989222	0.197263944	0.197263944	0.005838681	0.005838681	0.011690641	0.011690641	ISC_sub-control013sub-control023_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control025	1	-0.057609048	-0.057609048	-0.12709386	-0.12709386	-0.007156752	-0.007156752	-0.016391906	-0.016391906	ISC_sub-control013sub-control025_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control027	1	-0.09087966	-0.09087966	-0.029588112	-0.029588112	-0.001061832	-0.001061832	-0.004537554	-0.004537554	ISC_sub-control013sub-control027_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control029	1	-0.129008894	-0.129008894	-0.111084849	-0.111084849	0.008795772	0.008795772	0.016641081	0.016641081	ISC_sub-control013sub-control029_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control031	1	-0.156480071	-0.156480071	-0.05816078	-0.05816078	0.009415278	0.009415278	0.002655122	0.002655122	ISC_sub-control013sub-control031_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control033	1	-0.017582516	-0.017582516	0.261320415	0.261320415	0.008724153	0.008724153	0.0120318	0.0120318	ISC_sub-control013sub-control033_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control035	1	-0.406197832	-0.406197832	-0.424079259	-0.424079259	0.045598705	0.045598705	0.073097655	0.073097655	ISC_sub-control013sub-control035_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control037	1	0.238890323	0.238890323	-0.167134168	-0.167134168	0.021688488	0.021688488	0.034820254	0.034820254	ISC_sub-control013sub-control037_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control039	1	0.023038199	0.023038199	-0.244004662	-0.244004662	-0.006173086	-0.006173086	-0.011033155	-0.011033155	ISC_sub-control013sub-control039_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control041	1	0.145339474	0.145339474	-0.175247825	-0.175247825	0.005417739	0.005417739	0.008561609	0.008561609	ISC_sub-control013sub-control041_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control043	1	0.040032341	0.040032341	-0.036760676	-0.036760676	-0.000707396	-0.000707396	6.24219E-05	6.24219E-05	ISC_sub-control013sub-control043_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control045	1	0.153574922	0.153574922	0.007256773	0.007256773	0.002604984	0.002604984	0.005014475	0.005014475	ISC_sub-control013sub-control045_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control047	1	-0.093443227	-0.093443227	0.020790701	0.020790701	0.002912847	0.002912847	0.008146734	0.008146734	ISC_sub-control013sub-control047_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-control049	1	0.189750614	0.189750614	-0.053452593	-0.053452593	-0.017748329	-0.017748329	-0.041724877	-0.041724877	ISC_sub-control013sub-control049_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental004	0	-0.09690305	0	0.481412117	0	0.025737819	0	0.037996144	0	ISC_sub-control013sub-experimental004_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental005	0	0.051707104	0	-0.19870849	0	-0.006891453	0	-0.012990657	0	ISC_sub-control013sub-experimental005_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental006	0	0.173807903	0	0.074246829	0	-0.004105476	0	-0.009990355	0	ISC_sub-control013sub-experimental006_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental008	0	0.185908814	0	-0.041647661	0	0.025645132	0	0.038102768	0	ISC_sub-control013sub-experimental008_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental010	0	0.005757736	0	-0.127145863	0	0.038450662	0	0.060529743	0	ISC_sub-control013sub-experimental010_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental012	0	-0.074617534	0	0.048718655	0	-0.03938099	0	-0.07285349	0	ISC_sub-control013sub-experimental012_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental014	0	-0.087876041	0	0.009066551	0	-0.015645446	0	-0.025678538	0	ISC_sub-control013sub-experimental014_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental016	0	0.294402316	0	-0.398222706	0	0.012601347	0	0.022573618	0	ISC_sub-control013sub-experimental016_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental018	0	-0.179294228	0	-0.252199149	0	0.030197322	0	0.048887478	0	ISC_sub-control013sub-experimental018_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental020	0	0.222241685	0	-0.007924553	0	-0.016030921	0	-0.024914143	0	ISC_sub-control013sub-experimental020_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental022	0	-0.093084641	0	-0.07785785	0	-0.006779993	0	-0.016896631	0	ISC_sub-control013sub-experimental022_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental024	0	0.236271979	0	-0.295785864	0	0.002305812	0	-0.000133545	0	ISC_sub-control013sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental026	0	0.289128081	0	0.109647915	0	0.00574223	0	0.01080601	0	ISC_sub-control013sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental028	0	0.003231627	0	-0.283017768	0	0.002235063	0	-0.001321566	0	ISC_sub-control013sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental030	0	0.001117123	0	-0.174726403	0	0.027650256	0	0.050311561	0	ISC_sub-control013sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental032	0	-0.179569646	0	-0.157446312	0	0.001946351	0	-0.001879111	0	ISC_sub-control013sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental034	0	-0.101533315	0	0.048266299	0	0.023052487	0	0.038894201	0	ISC_sub-control013sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental036	0	0.045051125	0	-0.120621459	0	0.005871458	0	0.008544886	0	ISC_sub-control013sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental038	0	0.122096677	0	-0.041256916	0	-0.003548435	0	-0.008262384	0	ISC_sub-control013sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental040	0	0.177745375	0	-0.158525809	0	-0.003030053	0	-0.004778595	0	ISC_sub-control013sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental042	0	0.131286917	0	0.020861555	0	-0.021866892	0	-0.03548247	0	ISC_sub-control013sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental044	0	0.115196856	0	-0.045392634	0	-0.035618769	0	-0.063945354	0	ISC_sub-control013sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental046	0	-0.11355647	0	0.130982922	0	-0.017247859	0	-0.035216888	0	ISC_sub-control013sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental048	0	-0.020886769	0	0.033825333	0	-0.006706621	0	-0.012551842	0	ISC_sub-control013sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-control013	sub-experimental050	0	0.130858261	0	-0.090127503	0	-0.007568647	0	-0.014886381	0	ISC_sub-control013sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control017	1	0.30659201	0.30659201	0.258737671	0.258737671	0.000166385	0.000166385	0.005095975	0.005095975	ISC_sub-control015sub-control017_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control019	1	-0.187021658	-0.187021658	0.331172686	0.331172686	-0.018867207	-0.018867207	-0.031290866	-0.031290866	ISC_sub-control015sub-control019_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control021	1	0.028375476	0.028375476	-0.062744103	-0.062744103	-0.016393226	-0.016393226	-0.030538409	-0.030538409	ISC_sub-control015sub-control021_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control023	1	0.115468762	0.115468762	0.096263876	0.096263876	0.015963972	0.015963972	0.031856946	0.031856946	ISC_sub-control015sub-control023_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control025	1	-0.203639998	-0.203639998	-0.057267815	-0.057267815	0.002968539	0.002968539	0.003774399	0.003774399	ISC_sub-control015sub-control025_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control027	1	0.197539553	0.197539553	0.002400149	0.002400149	0.009063459	0.009063459	0.015628751	0.015628751	ISC_sub-control015sub-control027_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control029	1	0.112857065	0.112857065	-0.357274371	-0.357274371	0.018921063	0.018921063	0.036807386	0.036807386	ISC_sub-control015sub-control029_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control031	1	-0.016633829	-0.016633829	-0.060278079	-0.060278079	0.019540569	0.019540569	0.022821427	0.022821427	ISC_sub-control015sub-control031_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control033	1	0.140682607	0.140682607	0.012605773	0.012605773	0.018849444	0.018849444	0.032198105	0.032198105	ISC_sub-control015sub-control033_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control035	1	-0.287613477	-0.287613477	-0.170738202	-0.170738202	0.055723996	0.055723996	0.09326396	0.09326396	ISC_sub-control015sub-control035_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control037	1	0.288527424	0.288527424	-0.202304504	-0.202304504	0.031813779	0.031813779	0.054986559	0.054986559	ISC_sub-control015sub-control037_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control039	1	-0.033886994	-0.033886994	-0.066568447	-0.066568447	0.003952205	0.003952205	0.00913315	0.00913315	ISC_sub-control015sub-control039_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control041	1	-0.146086614	-0.146086614	-0.138291766	-0.138291766	0.01554303	0.01554303	0.028727914	0.028727914	ISC_sub-control015sub-control041_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control043	1	0.132939033	0.132939033	-0.114778547	-0.114778547	0.009417895	0.009417895	0.020228727	0.020228727	ISC_sub-control015sub-control043_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control045	1	-0.054038085	-0.054038085	0.059546536	0.059546536	0.012730275	0.012730275	0.02518078	0.02518078	ISC_sub-control015sub-control045_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control047	1	-0.152404703	-0.152404703	0.196049965	0.196049965	0.013038138	0.013038138	0.028313039	0.028313039	ISC_sub-control015sub-control047_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-control049	1	0.091616198	0.091616198	0.051566254	0.051566254	-0.007623038	-0.007623038	-0.021558572	-0.021558572	ISC_sub-control015sub-control049_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental004	0	-0.124159796	0	-0.229225193	0	0.03586311	0	0.058162449	0	ISC_sub-control015sub-experimental004_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental005	0	0.004042781	0	0.227991917	0	0.003233838	0	0.007175648	0	ISC_sub-control015sub-experimental005_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental006	0	0.161548196	0	0.004372087	0	0.006019815	0	0.01017595	0	ISC_sub-control015sub-experimental006_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental008	0	0.06218551	0	-0.090594811	0	0.035770423	0	0.058269073	0	ISC_sub-control015sub-experimental008_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental010	0	0.069630331	0	0.13210088	0	0.048575953	0	0.080696048	0	ISC_sub-control015sub-experimental010_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental012	0	-0.224771204	0	-0.037630807	0	-0.029255699	0	-0.052687185	0	ISC_sub-control015sub-experimental012_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental014	0	-0.064703256	0	0.100360795	0	-0.005520155	0	-0.005512233	0	ISC_sub-control015sub-experimental014_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental016	0	-0.185216474	0	-0.004584691	0	0.022726638	0	0.042739923	0	ISC_sub-control015sub-experimental016_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental018	0	-0.157968223	0	-0.177841362	0	0.040322613	0	0.069053783	0	ISC_sub-control015sub-experimental018_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental020	0	-0.094397927	0	0.235558161	0	-0.00590563	0	-0.004747838	0	ISC_sub-control015sub-experimental020_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental022	0	-0.189592163	0	-0.017854304	0	0.003345298	0	0.003269674	0	ISC_sub-control015sub-experimental022_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental024	0	-0.14138702	0	0.247179166	0	0.012431103	0	0.02003276	0	ISC_sub-control015sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental026	0	0.387880937	0	0.130932088	0	0.015867521	0	0.030972315	0	ISC_sub-control015sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental028	0	-0.320844216	0	-0.128716936	0	0.012360354	0	0.018844739	0	ISC_sub-control015sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental030	0	-0.055222674	0	-0.233002203	0	0.037775547	0	0.070477866	0	ISC_sub-control015sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental032	0	-0.428862782	0	-0.000870428	0	0.012071642	0	0.018287194	0	ISC_sub-control015sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental034	0	-0.12155363	0	0.533793766	0	0.033177778	0	0.059060506	0	ISC_sub-control015sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental036	0	0.006065958	0	0.296299534	0	0.015996749	0	0.028711191	0	ISC_sub-control015sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental038	0	-0.184409694	0	0.023326845	0	0.006576856	0	0.011903921	0	ISC_sub-control015sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental040	0	0.066571969	0	0.009575759	0	0.007095238	0	0.01538771	0	ISC_sub-control015sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental042	0	-0.070627621	0	-0.102094436	0	-0.011741601	0	-0.015316165	0	ISC_sub-control015sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental044	0	-0.104832248	0	-0.136993936	0	-0.025493478	0	-0.043779049	0	ISC_sub-control015sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental046	0	0.112576228	0	0.224218211	0	-0.007122568	0	-0.015050583	0	ISC_sub-control015sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental048	0	-0.150634664	0	-0.25687529	0	0.00341867	0	0.007614463	0	ISC_sub-control015sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-control015	sub-experimental050	0	0.184004972	0	-0.038323394	0	0.002556644	0	0.005279924	0	ISC_sub-control015sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control019	1	0.070409839	0.070409839	-0.093013377	-0.093013377	-0.040413382	-0.040413382	-0.064583101	-0.064583101	ISC_sub-control017sub-control019_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control021	1	0.375738891	0.375738891	-0.167827705	-0.167827705	-0.037939401	-0.037939401	-0.063830645	-0.063830645	ISC_sub-control017sub-control021_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control023	1	0.105349749	0.105349749	0.114224349	0.114224349	-0.005582203	-0.005582203	-0.001435289	-0.001435289	ISC_sub-control017sub-control023_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control025	1	-0.26231746	-0.26231746	-0.227667879	-0.227667879	-0.018577636	-0.018577636	-0.029517836	-0.029517836	ISC_sub-control017sub-control025_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control027	1	0.244309577	0.244309577	0.09367806	0.09367806	-0.012482716	-0.012482716	-0.017663484	-0.017663484	ISC_sub-control017sub-control027_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control029	1	0.055804066	0.055804066	0.190429084	0.190429084	-0.002625112	-0.002625112	0.00351515	0.00351515	ISC_sub-control017sub-control029_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control031	1	0.180129622	0.180129622	-0.354619882	-0.354619882	-0.002005606	-0.002005606	-0.010470808	-0.010470808	ISC_sub-control017sub-control031_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control033	1	-0.18135106	-0.18135106	0.203422625	0.203422625	-0.00269673	-0.00269673	-0.001094131	-0.001094131	ISC_sub-control017sub-control033_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control035	1	-0.120459143	-0.120459143	-0.096050594	-0.096050594	0.034177821	0.034177821	0.059971724	0.059971724	ISC_sub-control017sub-control035_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control037	1	0.1396148	0.1396148	0.102632106	0.102632106	0.010267605	0.010267605	0.021694323	0.021694323	ISC_sub-control017sub-control037_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control039	1	-0.056719333	-0.056719333	0.226664054	0.226664054	-0.01759397	-0.01759397	-0.024159085	-0.024159085	ISC_sub-control017sub-control039_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control041	1	-0.133457021	-0.133457021	-0.109515349	-0.109515349	-0.006003144	-0.006003144	-0.004564322	-0.004564322	ISC_sub-control017sub-control041_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control043	1	0.09776361	0.09776361	0.101707197	0.101707197	-0.01212828	-0.01212828	-0.013063508	-0.013063508	ISC_sub-control017sub-control043_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control045	1	-0.137163982	-0.137163982	0.059961665	0.059961665	-0.0088159	-0.0088159	-0.008111455	-0.008111455	ISC_sub-control017sub-control045_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control047	1	-0.005795996	-0.005795996	0.175963462	0.175963462	-0.008508037	-0.008508037	-0.004979196	-0.004979196	ISC_sub-control017sub-control047_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-control049	1	-0.082303774	-0.082303774	0.037190322	0.037190322	-0.029169213	-0.029169213	-0.054850807	-0.054850807	ISC_sub-control017sub-control049_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental004	0	-0.493723935	0	0.025688291	0	0.014316936	0	0.024870214	0	ISC_sub-control017sub-experimental004_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental005	0	-0.064293779	0	0.299021107	0	-0.018312337	0	-0.026116587	0	ISC_sub-control017sub-experimental005_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental006	0	0.090803882	0	-0.0159822	0	-0.01552636	0	-0.023116285	0	ISC_sub-control017sub-experimental006_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental008	0	0.152630545	0	-0.009724958	0	0.014224248	0	0.024976838	0	ISC_sub-control017sub-experimental008_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental010	0	0.151544388	0	-0.036544905	0	0.027029779	0	0.047403812	0	ISC_sub-control017sub-experimental010_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental012	0	-0.16713128	0	-0.209385417	0	-0.050801874	0	-0.08597942	0	ISC_sub-control017sub-experimental012_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental014	0	-0.190054077	0	-0.013361724	0	-0.02706633	0	-0.038804468	0	ISC_sub-control017sub-experimental014_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental016	0	-0.190011588	0	-0.15265975	0	0.001180463	0	0.009447687	0	ISC_sub-control017sub-experimental016_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental018	0	-0.199508673	0	-0.050847905	0	0.018776438	0	0.035761548	0	ISC_sub-control017sub-experimental018_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental020	0	0.165671196	0	0.084524231	0	-0.027451805	0	-0.038040073	0	ISC_sub-control017sub-experimental020_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental022	0	-0.4671082	0	0.321090989	0	-0.018200877	0	-0.030022561	0	ISC_sub-control017sub-experimental022_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental024	0	-0.255732615	0	0.264504822	0	-0.009115072	0	-0.013259476	0	ISC_sub-control017sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental026	0	0.246378547	0	0.320827286	0	-0.005678653	0	-0.002319921	0	ISC_sub-control017sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental028	0	0.018848477	0	0.118963685	0	-0.00918582	0	-0.014447496	0	ISC_sub-control017sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental030	0	0.001741139	0	-0.001457847	0	0.016229373	0	0.037185631	0	ISC_sub-control017sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental032	0	-0.072334261	0	-0.112864216	0	-0.009474533	0	-0.015005041	0	ISC_sub-control017sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental034	0	-0.129586962	0	0.375862476	0	0.011631604	0	0.02576827	0	ISC_sub-control017sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental036	0	-0.024922433	0	-0.05279622	0	-0.005549426	0	-0.004581045	0	ISC_sub-control017sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental038	0	-0.064878921	0	0.37837345	0	-0.014969319	0	-0.021388314	0	ISC_sub-control017sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental040	0	-0.077368127	0	-0.006768189	0	-0.014450937	0	-0.017904526	0	ISC_sub-control017sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental042	0	0.269207084	0	0.077709631	0	-0.033287776	0	-0.0486084	0	ISC_sub-control017sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental044	0	-0.046405849	0	0.247075821	0	-0.047039652	0	-0.077071285	0	ISC_sub-control017sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental046	0	0.018289189	0	0.218101925	0	-0.028668742	0	-0.048342818	0	ISC_sub-control017sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental048	0	-0.251737956	0	-0.169616439	0	-0.018127504	0	-0.025677772	0	ISC_sub-control017sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-control017	sub-experimental050	0	0.046808537	0	0.161184656	0	-0.018989531	0	-0.028012311	0	ISC_sub-control017sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-control021	1	0.190803196	0.190803196	0.110042652	0.110042652	-0.056972994	-0.056972994	-0.100217485	-0.100217485	ISC_sub-control019sub-control021_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-control023	1	-0.050569358	-0.050569358	0.245232411	0.245232411	-0.024615796	-0.024615796	-0.03782213	-0.03782213	ISC_sub-control019sub-control023_task-magictrickwatching_z.nii.gz	\
sub-control019	sub-control025	1	-0.154156356	-0.154156356	0.428258512	0.428258512	-0.037611229	-0.037611229	-0.065904677	-0.065904677	ISC_sub-control019sub-control025_task-magictrickwatching_z.nii.gz	\
